TF_Name,GSM_ID,Subgroup
AR,GSM980658,t098_cluster_405
Nr3c1,GSM2519947,t098_cluster_405
Nr3c2,GSM1708662,t098_cluster_405
PGR,GSM3110066,t098_cluster_405
