TF_Name,GSM_ID,Subgroup
PAX3,GSM3565106,t098_cluster_353
PAX8,GSM2107942,t098_cluster_353
Pax5,GSM803362,t098_cluster_353
Pax7,GSM2629527,t098_cluster_353
