TF_Name,GSM_ID,Subgroup
NFIC,GSM1010880,t098_cluster_428
Nfia,GSM2527615,t098_cluster_428
Nfib,GSM2828368,t098_cluster_428
Nfix,GSM5214038,t098_cluster_428
