TF_Name,GSM_ID,Subgroup
ZNF177,GSM5374142,t098_cluster_10315
ZNF317,GSM5213938,t098_cluster_10315
ZNF333,GSM5214755,t098_cluster_10315
ZNF557,GSM5214760,t098_cluster_10315
ZNF558,GSM2423492,t098_cluster_10315
ZNF8,GSM5331012,t098_cluster_10315
ZNF891,GSM5213974,t098_cluster_10315
