TF_Name,GSM_ID,Subgroup
FOXP4,GSM5214072,t098_cluster_366
Foxp1,GSM3633494,t098_cluster_366
Foxp2,GSM803480,t098_cluster_366
Foxp3,GSM3395256,t098_cluster_366
