New_Cluster_ID,Old_Cluster_ID,Cluster_Size,TF_Name,Family,Subgroup,ROC_AUC,PR_AUC,MCC,GSM_ID
C022,118,6,ZNF777,C2H2 Zinc Finger,ZNF,0.9835970961887476,0.9821384401933057,0.8773845922151191,GSM5214377
C022,118,6,ZNF783,C2H2 Zinc Finger,ZNF,0.9967403869842896,0.9988049235013758,0.952073136193029,GSM2466659
C023,282,6,MAF,Unknown/Other,Unknown/Other,0.9681427481747849,0.9454881265480872,0.82069155924445,GSM1859073
C023,282,6,MAFB,Unknown/Other,Unknown/Other,0.9572881724898824,0.9275496747360392,0.7974792811161606,GSM1278507
C023,282,6,MAFK,Unknown/Other,Unknown/Other,0.9493559643448058,0.8660605879222808,0.7059165550946263,GSM1159670
C023,282,6,Maff,Unknown/Other,Unknown/Other,0.9687605495583906,0.9183537634080208,0.8074314272710004,GSM2423084
C023,282,6,Mafg,Unknown/Other,Unknown/Other,0.957823826966684,0.9102086839084172,0.7685215548643927,GSM5213893
C023,282,6,NRL,Unknown/Other,Unknown/Other,0.9791292428198434,0.9746906390250984,0.8557454754995601,GSM5214854
C024,380,6,Lef1,Unknown/Other,Unknown/Other,0.9203488372093024,0.7837490715729892,0.6991387029797652,GSM1875147
C024,380,6,TCF3,Unknown/Other,Unknown/Other,0.9306788070731064,0.8434474161202551,0.6728569891649767,GSM1082309
C024,380,6,TCF4,Unknown/Other,Unknown/Other,0.968843357271095,0.9190082836860204,0.7898437767609578,GSM1975020
C024,380,6,TCF7L1,Unknown/Other,Unknown/Other,0.7858645562011621,0.4674868879961326,0.3940119113599578,GSM2124633
C024,380,6,TCF7L2,Unknown/Other,Unknown/Other,0.945932801261208,0.8227787492530476,0.7014023638907901,GSM5214910
C024,380,6,Tcf7,Unknown/Other,Unknown/Other,0.91931768210809,0.7240253283843339,0.5846880028165806,GSM3123436
C025,10317,6,ZNF354A,C2H2 Zinc Finger,ZNF,0.8705580530889104,0.7552014147567991,0.7490424670341814,GSM2466540
C025,10317,6,ZNF354B,C2H2 Zinc Finger,ZNF,0.8797674179844557,0.6381545014823715,0.5583761566251964,GSM5214239
C025,10317,6,ZNF354C,C2H2 Zinc Finger,ZNF,0.9649098417782525,0.8806417491180565,0.8002844995343423,GSM2423266
C025,10317,6,ZNF485,C2H2 Zinc Finger,ZNF,0.9775644948064212,0.9669433561287888,0.8346484884838424,GSM5215420
C025,10317,6,ZNF74,C2H2 Zinc Finger,ZNF,0.8845950797170309,0.7161531316743321,0.6765449125436008,GSM2466647
C025,10317,6,ZNF879,C2H2 Zinc Finger,ZNF,0.8060970649716711,0.4154959847479533,0.3478196622473481,GSM2466680
C026,10318,6,ZNF417,C2H2 Zinc Finger,ZNF,0.9379888061084548,0.8640519670768879,0.7636815326564281,GSM2466547
C026,10318,6,ZNF418,C2H2 Zinc Finger,ZNF,0.8738408890197232,0.6175825514522109,0.5534180818382367,GSM2466548
C026,10318,6,ZNF552,C2H2 Zinc Finger,ZNF,0.8101010101010101,0.6353312392546498,0.4306715858917114,GSM2466592
C026,10318,6,ZNF586,C2H2 Zinc Finger,ZNF,0.9815334177549544,0.9723529948325912,0.929620828245932,GSM2026882
C026,10318,6,ZNF587,C2H2 Zinc Finger,ZNF,0.8671186440677966,0.5969624144838804,0.5113278283307156,GSM2466608
C026,10318,6,ZNF776,C2H2 Zinc Finger,ZNF,0.9854541984732824,0.9848121163528548,0.8783517248353018,GSM5213864
C027,10319,6,ZNF141,C2H2 Zinc Finger,ZNF,0.9833929562067616,0.9588745721643558,0.8904786002008124,GSM2466479
C027,10319,6,ZNF479,C2H2 Zinc Finger,ZNF,0.9879250753885408,0.9590085571303664,0.8745834326934178,GSM2466568
C027,10319,6,ZNF595,C2H2 Zinc Finger,ZNF,0.8248697916666667,0.6598804563728508,0.6169526972391244,GSM2026826
C027,10319,6,ZNF716,C2H2 Zinc Finger,ZNF,0.8361369704476006,0.6069608874361423,0.519616055148339,GSM2466642
C027,10319,6,ZNF736,C2H2 Zinc Finger,ZNF,0.9008524001794528,0.822693479135948,0.7480731039565219,GSM2466644
C027,10319,6,ZNF519,C2H2 Zinc Finger,ZNF,0.979784033937524,0.93947121763326,0.8270956895395093,GSM2466578
C028,100,5,ZKSCAN2,Unknown/Other,Unknown/Other,0.9089619685325064,0.788756277671299,0.6773642921819357,GSM2466458
C028,100,5,ZNF213,C2H2 Zinc Finger,ZNF,0.9269932756964456,0.8214936793785536,0.7399696893607897,GSM3402721
C028,100,5,ZSCAN20,Unknown/Other,Unknown/Other,0.9305982869379016,0.7999929880723831,0.6583004106064092,GSM2423936
C028,100,5,ZSCAN29,Unknown/Other,Unknown/Other,0.9429747351263243,0.8696303344126944,0.7049364823310607,GSM5214069
C028,100,5,ZSCAN32,Unknown/Other,Unknown/Other,0.9186825248651412,0.7656641807131217,0.6445830154319133,GSM5214783
C029,255,5,POU2F2,Unknown/Other,Unknown/Other,0.9671887520525452,0.9170831280186796,0.780013025997218,GSM2095818
C029,255,5,POU2F3,Unknown/Other,Unknown/Other,0.9695089314864046,0.9197809162265368,0.8166875058991517,GSM3165679
C029,255,5,POU3F2,Unknown/Other,Unknown/Other,0.9593795748939088,0.9017905363602412,0.756210786708285,GSM1934423
C029,255,5,Pou2f1,Unknown/Other,Unknown/Other,0.9279759213546404,0.7962844913210976,0.6734790373681632,GSM3507240
C029,255,5,Pou5f1,Unknown/Other,Unknown/Other,0.9901226287262872,0.9898849179180986,0.9322501873700118,GSM539547
C030,284,5,E2F1,bHLH,bHLH,0.9495289256198348,0.9010541634887256,0.7643278393998196,GSM2501567
C030,284,5,E2F2,bHLH,bHLH,0.9776528117359414,0.9698997389758216,0.8468882336144932,GSM5213912
C030,284,5,E2F3,bHLH,bHLH,0.935776306210124,0.868642497436142,0.7052212454742681,GSM5214110
C030,284,5,E2F4,bHLH,bHLH,0.982543890865955,0.976024562998724,0.869637516441066,GSM5215179
C030,284,5,E2F5,bHLH,bHLH,0.9827310182460272,0.98143375070343,0.8553884044847027,GSM5214544
C031,359,5,GATA1,GATA,GATA,0.9643262650061708,0.9024363171862698,0.7862307881534644,GSM1278240
C031,359,5,GATA3,GATA,GATA,0.922922809111708,0.7936691252250444,0.6480546551201907,GSM1010738
C031,359,5,Gata2,GATA,GATA,0.96696991290578,0.9387764678871556,0.777133208030547,GSM3272024
C031,359,5,Gata4,GATA,GATA,0.9470638319412809,0.862744748451548,0.7373720193373248,GSM3271996
C031,359,5,Gata6,GATA,GATA,0.9352971386647104,0.8491001369774485,0.7376973446156507,GSM3381975
C032,377,5,SOX15,SOX,SOX,0.9164662147386836,0.701398536715596,0.698252309681429,GSM5667459
C032,377,5,SOX2,SOX,SOX,0.9384418153136754,0.8405418774531033,0.6720911169893313,GSM1701828
C032,377,5,SOX21,SOX,SOX,0.935515846908252,0.8248388949146968,0.6808772694520235,GSM2994927
C032,377,5,SOX4,SOX,SOX,0.9778996967576392,0.9721348340517284,0.8671754897000151,GSM1970164
C032,377,5,Sox11,SOX,SOX,0.6088291993803805,0.2305633360042157,0,GSM1260313
C033,411,5,TBX1,Unknown/Other,Unknown/Other,0.7652640264026402,0.5010395833254354,0.4426801218928086,GSM3021587
C033,411,5,TBX18,Unknown/Other,Unknown/Other,0.9535745582006716,0.9040719651465968,0.7659195996901482,GSM5215131
C033,411,5,TBX3,Unknown/Other,Unknown/Other,0.909160339466984,0.7750462117879261,0.653674624572333,GSM2423732
C033,411,5,Tbx2,Unknown/Other,Unknown/Other,0.9395040849673202,0.84614995418356,0.7042795425557022,GSM5213924
C033,411,5,Tbx5,Unknown/Other,Unknown/Other,0.9464324720788934,0.8590437349826847,0.7147586666078497,GSM2280027
C034,10320,5,ZNF175,C2H2 Zinc Finger,ZNF,0.9648978780931154,0.8906711736438441,0.7994884733775273,GSM2423017
C034,10320,5,ZNF41,C2H2 Zinc Finger,ZNF,0.8651201177659315,0.6221742891608782,0.4804895825199095,GSM5214094
C034,10320,5,ZNF484,C2H2 Zinc Finger,ZNF,0.9654904580326112,0.9408954586992652,0.8032409891443236,GSM5214427
C034,10320,5,ZNF585A,C2H2 Zinc Finger,ZNF,0.8631223890567205,0.6317830599669914,0.4983827495308079,GSM2466607
C034,10320,5,ZNF81,C2H2 Zinc Finger,ZNF,0.9510600422575046,0.8536503552019001,0.8134722742460109,GSM2466674
C035,10321,5,ZFP28,C2H2 Zinc Finger,ZFP,0.8458889960060598,0.610226300397444,0.5943891589307624,GSM3402700
C035,10321,5,ZNF527,C2H2 Zinc Finger,ZNF,0.8797235023041475,0.7759860349911087,0.7282635757451126,GSM2466580
C035,10321,5,ZNF570,C2H2 Zinc Finger,ZNF,0.7802962962962963,0.4788408444796843,0.3694741898052279,GSM2466602
C035,10321,5,ZNF583,C2H2 Zinc Finger,ZNF,0.898498901323522,0.7414883947116458,0.5848241644714475,GSM5214241
C035,10321,5,ZNF667,C2H2 Zinc Finger,ZNF,0.890625,0.6376303784972905,0.4879500364742666,GSM2466624
C036,10322,5,ZNF264,C2H2 Zinc Finger,ZNF,0.9483443392919734,0.870720540918311,0.7197390638285565,GSM5214155
C036,10322,5,ZNF460,C2H2 Zinc Finger,ZNF,0.9441373911654286,0.770282172601358,0.6151218273600538,GSM5214269
C036,10322,5,ZNF543,C2H2 Zinc Finger,ZNF,0.963302713047394,0.932454189957961,0.7939621313163538,GSM5215509
C036,10322,5,ZNF550,C2H2 Zinc Finger,ZNF,0.9605236861584012,0.9262342350579964,0.7672317377411333,GSM5215298
C036,10322,5,ZNF805,C2H2 Zinc Finger,ZNF,0.9348422805201818,0.7581815903437122,0.7269545633435897,GSM2466671
C037,10323,5,ZNF555,C2H2 Zinc Finger,ZNF,0.9022347752836828,0.6854618031169686,0.6012014575572987,GSM2466593
C037,10323,5,ZNF556,C2H2 Zinc Finger,ZNF,0.9537354826546004,0.901440353649136,0.73962079479073,GSM5215682
C037,10323,5,ZNF57,C2H2 Zinc Finger,ZNF,0.9072652696556204,0.7117498412277308,0.6268991235935462,GSM5215105
C037,10323,5,ZNF699,C2H2 Zinc Finger,ZNF,0.9096570028583096,0.7290870413707675,0.6698517424800629,GSM6372198
C037,10323,5,ZNF77,C2H2 Zinc Finger,ZNF,0.9223736865968816,0.7289435053678361,0.6298816818048293,GSM5214626
C038,45,4,SALL2,Unknown/Other,Unknown/Other,0.9352891816503096,0.8384116218758537,0.7408743102847704,GSM2824365
C038,45,4,Sall1,Unknown/Other,Unknown/Other,0.9485118959155164,0.8613610802023414,0.7936213170254032,GSM2824335
C038,45,4,Sall3,Unknown/Other,Unknown/Other,0.9498362003828664,0.9286470719977136,0.7964075667034549,GSM3258646
C038,45,4,Sall4,Unknown/Other,Unknown/Other,0.9730550239532276,0.9462824068296464,0.854411422628391,GSM3082674
C039,62,4,SP2,C2H2 Zinc Finger,SP,0.991113834422658,0.9921507617596336,0.9214982654860516,GSM2026796
C039,62,4,SP4,C2H2 Zinc Finger,SP,0.9955622076707202,0.9969830107320176,0.9292002639731104,GSM2026799
C039,62,4,SP5,C2H2 Zinc Finger,SP,0.9541457199032064,0.8932127011275256,0.7605607514342198,GSM2527396
C039,62,4,Sp1,C2H2 Zinc Finger,SP,0.9532371731541855,0.8931887986594802,0.7408145061078599,GSM1010902
C040,80,4,SCRT1,Unknown/Other,Unknown/Other,0.932885375862712,0.8237649364600411,0.701931128733296,GSM2423730
C040,80,4,SCRT2,Unknown/Other,Unknown/Other,0.951055260513851,0.8659328735652198,0.7570268868604566,GSM2423341
C040,80,4,SNAI2,Unknown/Other,Unknown/Other,0.9709210211040458,0.931235271466402,0.8046197543568765,GSM1336154
C040,80,4,Snai1,Unknown/Other,Unknown/Other,0.9637343106995884,0.93985625391335,0.7967811207673418,GSM5215210
C041,96,4,Repin1,Unknown/Other,Unknown/Other,0.9409850890111264,0.8534034315433185,0.7445455360936001,GSM4307849
C041,96,4,ZNF316,C2H2 Zinc Finger,ZNF,0.9750501730103804,0.9463346049110732,0.8756125415354991,GSM2423115
C041,96,4,ZNF467,C2H2 Zinc Finger,ZNF,0.9838354357798164,0.9588523742958288,0.873002162003942,GSM2026821
C041,96,4,ZNF775,C2H2 Zinc Finger,ZNF,0.9219870643004726,0.8209164871712865,0.6644198623661564,GSM5214683
C042,144,4,TEAD1,Unknown/Other,Unknown/Other,0.8865156207552295,0.7978883338397096,0.6600605572786022,GSM2643552
C042,144,4,TEAD4,Unknown/Other,Unknown/Other,0.9397934443563308,0.8426672886762883,0.7059121774489585,GSM2232927
C042,144,4,Tead2,Unknown/Other,Unknown/Other,0.8612428842504745,0.5846092748007922,0.4316807025625011,GSM2423777
C042,144,4,Tead3,Unknown/Other,Unknown/Other,0.9514116013381304,0.8623998993754134,0.7118629322487228,GSM2534286
C043,212,4,ZNF280A,C2H2 Zinc Finger,ZNF,0.9099711687953872,0.715911626248199,0.627716223504474,GSM2026795
C043,212,4,ZNF280B,C2H2 Zinc Finger,ZNF,0.9814143692564744,0.9767330932338028,0.8711427112530746,GSM5215277
C043,212,4,ZNF280C,C2H2 Zinc Finger,ZNF,0.9613221589004358,0.8808464346349777,0.7876275998909092,GSM2825102
C043,212,4,ZNF280D,C2H2 Zinc Finger,ZNF,0.9212946278317152,0.806907363680909,0.6515476634774278,GSM5214076
C044,330,4,NFATC3,Unknown/Other,Unknown/Other,0.9672788203753352,0.9468371669909136,0.8061643463289107,GSM2574801
C044,330,4,NFATC4,Unknown/Other,Unknown/Other,0.9370706451681072,0.8443203330362982,0.6959879284562149,GSM6347346
C044,330,4,Nfatc1,Unknown/Other,Unknown/Other,0.943392857142857,0.870360389718328,0.7470496736421881,GSM3717668
C044,330,4,Nfatc2,Unknown/Other,Unknown/Other,0.8790793009664858,0.68548723288802,0.5660943088631537,GSM2810040
C045,345,4,FOS,bZIP,bZIP,0.9819855117139332,0.9498651456559783,0.8588864231880816,GSM3184658
C045,345,4,FOSB,bZIP,bZIP,0.9859888630436316,0.970386702918092,0.890615882133567,GSM610337
C045,345,4,FOSL1,bZIP,bZIP,0.9581763766162448,0.8959742918632309,0.7839084577959963,GSM1010756
C045,345,4,Fosl2,bZIP,bZIP,0.9617226188297028,0.9065584300267612,0.7820624044552902,GSM5214172
C046,352,4,SIX2,Unknown/Other,Unknown/Other,0.941168143565736,0.8495076505639487,0.723823659843228,GSM1970531
C046,352,4,SIX4,Unknown/Other,Unknown/Other,0.952964667421099,0.8618770554140712,0.7326384372558336,GSM5214658
C046,352,4,SIX5,Unknown/Other,Unknown/Other,0.9195343437988692,0.8129821438099163,0.6515260131519014,GSM1010879
C046,352,4,Six1,Unknown/Other,Unknown/Other,0.9368941317007616,0.8074776926018675,0.68174213851496,GSM5215247
C047,353,4,PAX3,Homeodomain,Homeodomain,0.94099765379113,0.8368064985018194,0.6724071765963548,GSM3565106
C047,353,4,PAX8,Homeodomain,Homeodomain,0.7456557790756363,0.5110237463644269,0.3946782908494601,GSM2107942
C047,353,4,Pax5,Homeodomain,Homeodomain,0.9465120135363788,0.8354242778698509,0.6966889946096886,GSM803362
C047,353,4,Pax7,Homeodomain,Homeodomain,0.9725471969069318,0.9091596695530242,0.8065694002848243,GSM2629527
C048,366,4,FOXP4,Forkhead,Forkhead,0.9493024254806433,0.8519313437513562,0.7284199371749142,GSM5214072
C048,366,4,Foxp1,Forkhead,Forkhead,0.9316075448361164,0.8346088538623048,0.6801198920567552,GSM3633494
C048,366,4,Foxp2,Forkhead,Forkhead,0.9813810128367894,0.9639930362136552,0.8566675064545172,GSM803480
C048,366,4,Foxp3,Forkhead,Forkhead,0.9065101237747728,0.8163206511097082,0.6905958702606413,GSM3395256
C049,405,4,AR,Nuclear Receptor,Nuclear Receptor,0.9526288585042472,0.8677286516982887,0.7391874286590001,GSM980658
C049,405,4,Nr3c1,Nuclear Receptor,Nuclear Receptor,0.9094290868314564,0.7503945944035426,0.6208277998424325,GSM2519947
C049,405,4,Nr3c2,Nuclear Receptor,Nuclear Receptor,0.9110337036339672,0.8275587559912244,0.7394586507813686,GSM1708662
C049,405,4,PGR,Nuclear Receptor,Nuclear Receptor,0.9064580997757848,0.7314017460143937,0.5975809917302477,GSM3110066
C050,428,4,NFIC,Unknown/Other,Unknown/Other,0.9386919518963924,0.8255985992411068,0.6911688060755248,GSM1010880
C050,428,4,Nfia,Unknown/Other,Unknown/Other,0.9470222185098564,0.8623145996046605,0.7376085793166919,GSM2527615
C050,428,4,Nfib,Unknown/Other,Unknown/Other,0.9663511123787792,0.90397410629425,0.7703675647810109,GSM2828368
C050,428,4,Nfix,Unknown/Other,Unknown/Other,0.8938896648044692,0.704151259047321,0.6253249556692924,GSM5214038
C051,10324,4,ZNF619,C2H2 Zinc Finger,ZNF,0.9664487510766582,0.9458790509669432,0.792983998116489,GSM5215625
C051,10324,4,ZNF620,C2H2 Zinc Finger,ZNF,0.806198347107438,0.7208973993413476,0.677344378064993,GSM2466617
C051,10324,4,ZNF621,C2H2 Zinc Finger,ZNF,,,,GSM2466618
C051,10324,4,ZNF662,C2H2 Zinc Finger,ZNF,0.93662759646373,0.7970463794523125,0.7200517565958634,GSM2827532
C052,10325,4,ZNF251,C2H2 Zinc Finger,ZNF,0.9668449662041978,0.8815900851680624,0.7951003745546814,GSM3402706
C052,10325,4,ZNF3,C2H2 Zinc Finger,ZNF,0.9300143043591752,0.7921004194346872,0.6473071219853231,GSM2825550
C052,10325,4,ZNF554,C2H2 Zinc Finger,ZNF,0.9599567620286084,0.8708440802737062,0.7403050609649614,GSM2026822
C052,10325,4,ZNF713,C2H2 Zinc Finger,ZNF,0.9515903230173378,0.903732329059564,0.7415821601211866,GSM5214817
C053,10326,4,ZNF263,C2H2 Zinc Finger,ZNF,0.972418459131795,0.9532990606352244,0.8333815380628092,GSM5214687
C053,10326,4,ZNF394,C2H2 Zinc Finger,ZNF,0.9229179626194892,0.8133567539099642,0.6824466874550715,GSM2423060
C053,10326,4,ZNF449,C2H2 Zinc Finger,ZNF,0.9697140474940557,0.9467765476422174,0.886002343110134,GSM2026818
C053,10326,4,ZNF202,C2H2 Zinc Finger,ZNF,0.9958189290181242,0.998428771930974,0.9487581676343833,GSM2466493
C054,8,3,IRF4,Unknown/Other,Unknown/Other,0.9577059748427672,0.8638368654338632,0.7370946463130217,GSM803390
C054,8,3,IRF9,Unknown/Other,Unknown/Other,0.8982044012420684,0.7365015972183188,0.6723109314715433,GSM4830083
C054,8,3,Irf8,Unknown/Other,Unknown/Other,0.9864113336686492,0.954041821250064,0.8795543686020822,GSM3514948
C055,11,3,GRHL1,Unknown/Other,Unknown/Other,0.9804987748687192,0.951436314221359,0.8641928205750026,GSM4156315
C055,11,3,GRHL3,Unknown/Other,Unknown/Other,0.9812128637059724,0.9713715882386068,0.8743989733235894,GSM1034504
C055,11,3,Grhl2,Unknown/Other,Unknown/Other,0.976342006084548,0.9308639082927428,0.8341493422533437,GSM3096457
C056,13,3,TFCP2,Unknown/Other,Unknown/Other,0.9270003237610032,0.8454585617499594,0.7034027229220648,GSM5215603
C056,13,3,Tfcp2l1,Unknown/Other,Unknown/Other,0.9571387426538142,0.8713586560754614,0.791484425872731,GSM6372542
C056,13,3,UBP1,Unknown/Other,Unknown/Other,0.955155010680784,0.909868316409714,0.7655768497948021,GSM2797653
C057,21,3,ZBTB18,Unknown/Other,Unknown/Other,0.9629370792275258,0.9139838212194852,0.7618221955106861,GSM2026861
C057,21,3,ZBTB3,Unknown/Other,Unknown/Other,0.9471460019142086,0.8897776296004763,0.7354509115911216,GSM5214483
C057,21,3,ZBTB42,Unknown/Other,Unknown/Other,0.9636972130948034,0.9410161167428356,0.7904434201428752,GSM5214061
C058,29,3,Maz,Unknown/Other,Unknown/Other,0.9717628845776995,0.964459950478908,0.8134252744674242,GSM1499533
C058,29,3,PATZ1,Unknown/Other,Unknown/Other,0.961309763217645,0.9209121318447602,0.7788810474988421,GSM5215711
C058,29,3,VEZF1,Unknown/Other,Unknown/Other,0.9717278150633856,0.949388075465147,0.8021907079115934,GSM866196
C059,31,3,OVOL1,Unknown/Other,Unknown/Other,0.926439450002284,0.7816610514438844,0.654910181910595,GSM5214530
C059,31,3,OVOL2,Unknown/Other,Unknown/Other,0.9261047422196206,0.77021349623514,0.7001062010224537,GSM5667617
C059,31,3,OVOL3,Unknown/Other,Unknown/Other,0.8740797719467995,0.6993571147421046,0.5897253214438409,GSM2423939
C060,43,3,IKZF4,Unknown/Other,Unknown/Other,0.9837585957292796,0.9791435788774798,0.8611068895873045,GSM5331031
C060,43,3,Ikzf1,Unknown/Other,Unknown/Other,0.928205227379278,0.815594282909586,0.6828898915551416,GSM2827350
C060,43,3,Ikzf2,Unknown/Other,Unknown/Other,0.971648148148148,0.9344560897306866,0.8226484665871825,GSM2423992
C061,59,3,ZFX,Unknown/Other,Unknown/Other,0.956945492662474,0.9120145543664698,0.7533043109691921,GSM2825499
C061,59,3,ZFY,Unknown/Other,Unknown/Other,0.9837282913165266,0.9825695376357184,0.8589767400884051,GSM5215350
C061,59,3,ZNF711,C2H2 Zinc Finger,ZNF,0.9396459739027506,0.9129272249611076,0.7765685381457275,GSM2741765
C062,63,3,EGR1,Unknown/Other,Unknown/Other,0.9751690987124464,0.9659811702453908,0.8378140200286123,GSM5214022
C062,63,3,EGR3,Unknown/Other,Unknown/Other,0.992007098765432,0.9837432381065548,0.92537451682871,GSM2026802
C062,63,3,Egr2,Unknown/Other,Unknown/Other,0.9925739432254864,0.9863645221870924,0.9239897724805972,GSM2026759
C063,81,3,YY1,C2H2 Zinc Finger,YY1,0.9899901738473168,0.9919971565255707,0.9242008824421648,GSM2026776
C063,81,3,YY2,Unknown/Other,Unknown/Other,0.9407565828315032,0.8520053341701773,0.7320954421517984,GSM2827507
C063,81,3,Zfp42,C2H2 Zinc Finger,Zfp,0.9221961244862008,0.8704597071725769,0.7580479260735725,GSM2026848
C064,93,3,ZNF747,C2H2 Zinc Finger,ZNF,0.951041661759094,0.8616264078402808,0.7798223496452095,GSM2827587
C064,93,3,ZNF764,C2H2 Zinc Finger,ZNF,0.8503937007874016,0.5316397661516896,0.5278123334418899,GSM2466650
C064,93,3,ZNF785,C2H2 Zinc Finger,ZNF,0.8776868627832977,0.6590486585231458,0.6082313461305934,GSM5213943
C065,129,3,ZBTB26,Unknown/Other,Unknown/Other,0.9930354993983151,0.9935276828538792,0.9390605268286656,GSM2825531
C065,129,3,ZBTB6,Unknown/Other,Unknown/Other,0.9797988104731524,0.949375624467472,0.8277618441310262,GSM2026806
C065,129,3,Zbtb12,Unknown/Other,Unknown/Other,0.9288597710585976,0.8262181738583446,0.693440417701323,GSM5330759
C066,158,3,TFAP2A,Unknown/Other,Unknown/Other,0.9625169571679504,0.8925778392871541,0.7691514797588982,GSM1817199
C066,158,3,TFAP2B,Unknown/Other,Unknown/Other,0.9025172008726298,0.7981084803371837,0.7091875078559458,GSM5374230
C066,158,3,TFAP2C,Unknown/Other,Unknown/Other,0.9685201439684198,0.933775791916767,0.7984340444155741,GSM889426
C067,160,3,ELF1,Unknown/Other,Unknown/Other,0.9659021629270264,0.9389229438602744,0.8054321601555973,GSM1010764
C067,160,3,ELF2,Unknown/Other,Unknown/Other,0.9058138880200188,0.7672363864667889,0.6163151769874375,GSM5374824
C067,160,3,Elf4,Unknown/Other,Unknown/Other,0.9444021942401196,0.8955228659307666,0.7329843054746956,GSM5215543
C068,161,3,ELF3,Unknown/Other,Unknown/Other,0.940070735711088,0.8294457937787291,0.6927494993452291,GSM1574273
C068,161,3,Ehf,Unknown/Other,Unknown/Other,0.9623832442067736,0.8821099015355174,0.7607557929805161,GSM3138380
C068,161,3,Elf5,Unknown/Other,Unknown/Other,0.9125214408233276,0.8987130534317467,0.7607692878500991,GSM773912
C069,162,3,ETV1,Unknown/Other,Unknown/Other,0.9602551678602266,0.8790062924094205,0.7584520684116711,GSM2127447
C069,162,3,ETV4,Unknown/Other,Unknown/Other,0.885177288551212,0.7016929497650728,0.5261716543087008,GSM738817
C069,162,3,Etv5,Unknown/Other,Unknown/Other,0.9514475552850477,0.9030697370766474,0.7390140880324774,GSM5215523
C070,163,3,ETS1,Unknown/Other,Unknown/Other,0.9596303835642258,0.9175089889545784,0.778106143579815,GSM1252929
C070,163,3,Ets2,Unknown/Other,Unknown/Other,0.9136626613262128,0.8684288574679362,0.8833752205896317,GSM2298952
C070,163,3,Etv2,Unknown/Other,Unknown/Other,0.9779185656332948,0.942047272818028,0.8666631294042362,GSM3516725
C071,166,3,ELK3,Unknown/Other,Unknown/Other,0.8268461359944302,0.5044377780856606,0.4737967778860378,GSM5215532
C071,166,3,ELK4,Unknown/Other,Unknown/Other,0.97343777008775,0.9661898126571896,0.845315514356012,GSM5668838
C071,166,3,Elk1,Unknown/Other,Unknown/Other,0.9586270294479902,0.9213062410770844,0.7656496113600398,GSM5213949
C072,174,3,MTA2,Unknown/Other,Unknown/Other,0.944627851140456,0.864226279641572,0.7410973168752247,GSM969795
C072,174,3,MTA3,Unknown/Other,Unknown/Other,0.9044079932510808,0.7179110048455757,0.588875765579935,GSM1010729
C072,174,3,Mta1,Unknown/Other,Unknown/Other,0.979935929648241,0.9765030933622896,0.8595411651716623,GSM5215565
C073,181,3,RARB,Nuclear Receptor,Nuclear Receptor,0.8811505582072777,0.6480943963465043,0.5325747531260393,GSM5375113
C073,181,3,RARG,Nuclear Receptor,Nuclear Receptor,0.9569944981987974,0.907934424316592,0.7801345035861669,GSM1469991
C073,181,3,Rara,Nuclear Receptor,Nuclear Receptor,0.949716091954023,0.843035670767171,0.7247024566316869,GSM2534076
C074,184,3,Nr1h2,Unknown/Other,Unknown/Other,0.9398433748089936,0.8338617174771382,0.6900658789582126,GSM2042845
C074,184,3,Nr1h3,Unknown/Other,Unknown/Other,0.9259709925207196,0.7994464981299674,0.6653876700568125,GSM2042852
C074,184,3,Nr1h4,Unknown/Other,Unknown/Other,0.887141621604145,0.7742441022109144,0.6085877745822871,GSM1377535
C075,192,3,Nr2f1,Unknown/Other,Unknown/Other,0.947202634439542,0.8552666799374127,0.7083496021542425,GSM1817190
C075,192,3,Nr2f2,Unknown/Other,Unknown/Other,0.9700854329793008,0.8133294595652897,0.7167936773422164,GSM3863299
C075,192,3,Nr2f6,Unknown/Other,Unknown/Other,0.955579189523978,0.8711142409815629,0.7503032717502809,GSM2534449
C076,195,3,ESRRA,Nuclear Receptor,Nuclear Receptor,0.9433003535433484,0.8362690066090723,0.7091488948299153,GSM2160188
C076,195,3,ESRRG,Nuclear Receptor,Nuclear Receptor,0.9468013136289,0.8344048804290859,0.7113142528443845,GSM3119070
C076,195,3,Esrrb,Nuclear Receptor,Nuclear Receptor,0.9001118161588121,0.6955872009344506,0.6548552618167167,GSM5214290
C077,219,3,RUNX1,Unknown/Other,Unknown/Other,0.9883148479427548,0.993968092094995,0.9408462413315728,GSM2467011
C077,219,3,RUNX3,Unknown/Other,Unknown/Other,0.7765965918139831,0.4779251477627398,0.3509777969217377,GSM3535204
C077,219,3,Runx2,Unknown/Other,Unknown/Other,0.9451467531131008,0.8396155260045324,0.70917149066463,GSM3312807
C078,220,3,MXD1,bHLH,bHLH,0.9818867497168744,0.9769633716112388,0.8605463216728438,GSM5215037
C078,220,3,MXD3,bHLH,bHLH,0.9823702613176296,0.9848410986825858,0.8665620048354183,GSM2534622
C078,220,3,MXD4,bHLH,bHLH,0.9652762632978722,0.9329660067782012,0.7921894763949794,GSM2534025
C079,226,3,ATF1,bZIP,bZIP,0.959957900934717,0.9033646979589012,0.7614513632815582,GSM1861935
C079,226,3,CREM,Unknown/Other,Unknown/Other,0.975986895986896,0.938212378130346,0.8345065815120752,GSM2527443
C079,226,3,Creb1,bZIP,bZIP,0.9656852225747524,0.932301816367614,0.7975541974368959,GSM1861929
