New_Cluster_ID,Old_Cluster_ID,Cluster_Size,TF_Name,Single_ROC_AUC,MTL_ROC_AUC,Delta_ROC_AUC,Single_PR_AUC,MTL_PR_AUC,Delta_PR_AUC,Single_MCC,MTL_MCC,Delta_MCC,Single_F1,MTL_F1,Delta_F1,Single_Accuracy,MTL_Accuracy,Delta_Accuracy,Single_Precision,MTL_Precision,Delta_Precision,Single_Recall,MTL_Recall,Delta_Recall
C10301,10301,23,ZKSCAN8,0.9480198333333332,0.9687827777777778,0.0207629444444444,0.9421986599491424,0.9684596605033003,0.0262610005541579,0.7557180992319488,0.8210022349535705,0.0652841357216217,0.877116512992456,0.9106042949891792,0.0334877819967232,0.8778333333333334,0.9105,0.0326666666666666,0.8822934232715008,0.9095443964083804,0.0272509731368795,0.872,0.9116666666666666,0.0396666666666666
C10301,10301,23,ZNF165,0.9423386243386244,0.9539182299182298,0.0115796055796054,0.8909819576026111,0.9182189280787056,0.0272369704760945,0.7369940011947974,0.7616900188650925,0.024696017670295,0.814139110604333,0.8299424184261036,0.0158033078217706,0.8885088919288646,0.8989968080255358,0.0104879160966712,0.8602409638554217,0.8867924528301887,0.026551488974767,0.7727272727272727,0.7799422799422799,0.0072150072150072
C10301,10301,23,ZNF174,0.9147528331488288,0.944384293381436,0.0296314602326071,0.7115455834349362,0.7611553624225634,0.0496097789876271,0.6764973090684397,0.7013300869444644,0.0248327778760246,0.7045454545454546,0.7303543913713405,0.0258089368258859,0.9453453453453452,0.9474474474474476,0.0021021021021022,0.7560975609756098,0.740625,-0.0154725609756097,0.6595744680851063,0.7203647416413373,0.060790273556231
C10301,10301,23,ZNF197,0.9302248062015503,0.9049147286821706,-0.0253100775193798,0.7732814001079672,0.7217107112729212,-0.051570688835046,0.637252744581617,0.5478947879630418,-0.0893579566185751,0.6927710843373494,0.5774058577405857,-0.1153652265967636,0.899009900990099,0.9,0.0009900990099009,0.6318681318681318,0.7752808988764045,0.1434127670082726,0.7666666666666667,0.46,-0.3066666666666667
C10301,10301,23,ZNF232,0.964635888888889,0.9799386666666668,0.0153027777777778,0.9593580878432032,0.9777305132927148,0.0183724254495114,0.7972957526894393,0.8616667145370409,0.0643709618476016,0.9016003802883854,0.9308448591901348,0.0292444789017494,0.8965,0.9308333333333332,0.0343333333333332,0.8592570220477197,0.9306897700766412,0.0714327480289215,0.9483333333333334,0.931,-0.0173333333333333
C10301,10301,23,ZNF24,0.9118335,0.9191117777777776,0.0072782777777776,0.9217056536132716,0.9301693752866068,0.0084637216733352,0.6594430150338836,0.6858804941976921,0.0264374791638085,0.8194079523559292,0.8288159771754636,0.0094080248195344,0.8281666666666667,0.84,0.0118333333333332,0.8634182355112587,0.8911042944785276,0.0276860589672688,0.7796666666666666,0.7746666666666666,-0.005
C10301,10301,23,ZNF287,0.9155293276108726,0.8781909871244635,-0.037338340486409,0.7708242272911942,0.6115759832277115,-0.1592482440634827,0.671961074215051,0.5156055757597365,-0.1563554984553145,0.7149122807017544,0.569377990430622,-0.1455342902711324,0.9249855741488748,0.896133871898442,-0.0288517022504328,0.7309417040358744,0.6432432432432432,-0.0876984607926312,0.6995708154506438,0.5107296137339056,-0.1888412017167382
C10301,10301,23,ZNF397,0.9041666666666668,0.9316410256410256,0.0274743589743586,0.7579892287428,0.8026268265542991,0.0446375978114991,0.6225533519832146,0.6731436113146113,0.0505902593313967,0.6624434389140271,0.7259498787388844,0.0635064398248572,0.8981708981708981,0.9074529074529074,0.0092820092820092,0.8280542986425339,0.7822299651567944,-0.0458243334857394,0.5520361990950227,0.6772247360482655,0.1251885369532428
C10301,10301,23,ZNF483,0.9596854444444446,0.9768186666666666,0.017133222222222,0.9601165739069266,0.975993583402462,0.0158770094955353,0.7197524993987734,0.84667588607651,0.1269233866777366,0.8302527348170502,0.9235118057864982,0.0932590709694479,0.85,0.9233333333333332,0.0733333333333332,0.9561251086012164,0.9213669542136697,-0.0347581543875467,0.7336666666666667,0.9256666666666666,0.1919999999999999
C10301,10301,23,ZSCAN12,0.9685785,0.980670111111111,0.012091611111111,0.9676887642311802,0.9797709392137584,0.0120821749825781,0.8142444876817172,0.8661971304008405,0.0519526427191232,0.9085555373793556,0.932277628032345,0.0237220906529895,0.9068333333333334,0.933,0.0261666666666666,0.8920655316415034,0.9424386920980926,0.0503731604565892,0.9256666666666666,0.9223333333333332,-0.0033333333333334
C10301,10301,23,ZSCAN16,0.975810222222222,0.9767360555555558,0.0009258333333336,0.9800509087939088,0.9806770973927292,0.0006261885988204,0.8616577006849456,0.8702541179281353,0.0085964172431897,0.9277605779153768,0.9326939544442542,0.0049333765288774,0.93,0.9345,0.0044999999999999,0.9584221748400852,0.9591405424445228,0.0007183676044375,0.899,0.9076666666666666,0.0086666666666666
C10301,10301,23,ZSCAN21,0.9170794444444444,0.9305799444444444,0.0135005,0.9218830255549552,0.9351617942750998,0.0132787687201445,0.6598683973369353,0.7088172562475579,0.0489488589106226,0.7980425371729719,0.8423479340308565,0.0443053968578845,0.8211666666666667,0.8518333333333333,0.0306666666666666,0.9165585819282316,0.8999621068586586,-0.016596475069573,0.7066666666666667,0.7916666666666666,0.0849999999999999
C10301,10301,23,ZSCAN22,0.9695713384292368,0.9650080165780606,-0.0045633218511762,0.9482320749040628,0.9451270307244688,-0.0031050441795938,0.7974001327796071,0.7981260399094889,0.0007259071298818,0.8709865732632808,0.8577127659574468,-0.0132738073058339,0.9048643994834266,0.9078777442961689,0.0030133448127422,0.8377316114542392,0.946441672780631,0.1087100613263917,0.9069908814589666,0.78419452887538,-0.1227963525835865
C10301,10301,23,ZSCAN23,0.9296997977635024,0.9383881156316918,0.0086883178681894,0.9324172608165988,0.9424837695949072,0.0100665087783085,0.700751811848907,0.7343734903701643,0.0336216785212573,0.8301596460857857,0.8501529051987767,0.0199932591129909,0.8478110996208204,0.8648741813167873,0.0170630816959669,0.9002920317062996,0.9152263374485596,0.01493430574226,0.7701641684511064,0.793718772305496,0.0235546038543896
