TF_Name,GSM_ID,Cluster_ID,Cluster_Type,TF_Count_in_Cluster,Single_Test_ROC_AUC,MTL_Test_ROC_AUC,Delta_ROC_AUC,Single_F1
CASZ1,GSM2667962,611,Single,1,0.9806851666666667,0.980819111111111,0.00013394444444425613,0.9327338751513056
CBFB,GSM5214672,773,Single,1,0.9647706666666667,0.965484777777778,0.0007141111111113041,0.8664635239290195
CC2D1A,GSM2827292,606,Single,1,0.9263406111111112,0.9267152222222222,0.00037461111111103396,0.8608005185545292
CDX2,GSM3175501,709,Single,1,0.9607002222222221,0.9621098333333332,0.0014096111111111531,0.8925564163017851
CDX4,GSM5667453,710,Single,1,0.9135590717299579,0.9109198312236289,-0.0026392405063290214,0.7494456762749445
CEBPA,GSM3392789,642,Single,1,0.9478951111111112,0.9507293333333334,0.0028342222222221825,0.8866048862679022
CEBPD,GSM5214881,644,Single,1,0.9672530555555555,0.968157777777778,0.0009047222222224871,0.9063657797238127
CEBPZ,GSM2423746,396,Single,1,0.9350806020099426,0.941034546498166,0.005953944488223395,0.837037037037037
CENPA,GSM1053820,506,Single,1,0.9582153931339978,0.9578073089700996,-0.0004080841638982591,0.8225108225108225
CENPT,GSM1709885,405,Single,1,0.896577452584962,0.9105311928372004,0.013953740252238389,0.7330677290836654
CENPX,GSM5669176,426,Single,1,0.9496890774189625,0.9514048531289908,0.0017157757100283444,0.7958762886597938
CREB3L1,GSM2423031,498,Single,1,0.9451214444444445,0.9448318888888888,-0.00028955555555565393,0.8487258268570396
CREB3,GSM5214674,497,Single,1,0.969248232229252,0.9677219327626846,-0.00152629946656746,0.9015985790408526
CREM,GSM2527443,496,Single,1,0.9779438888888888,0.9796984444444444,0.0017545555555555925,0.9284984678243106
CSDC2,GSM5331228,22,Single,1,0.8872771666666666,0.8892753333333334,0.0019981666666668563,0.79628400796284
CSDE1,GSM2825437,16,Single,1,0.9102010323281717,0.9044688943221952,-0.005732138005976495,0.7776096822995462
CSRNP3,GSM5379224,555,Single,1,0.8698036752733193,0.8593957897185392,-0.010407885554780005,0.6232876712328768
CTCFL,GSM1817667,115,Single,1,0.9950574444444445,0.9942653333333334,-0.0007921111111111045,0.9694581280788177
CUX1,GSM5508477,392,Single,1,0.9579798888888887,0.9593493888888888,0.0013695000000000235,0.8950407608695652
Cebpb,GSM1684643,643,Single,1,0.9867755555555555,0.9874758333333332,0.0007002777777777025,0.9581568693884466
Cebpg,GSM2534241,645,Single,1,0.970779888888889,0.969732,-0.0010478888888889593,0.9151860543077439
Clock,GSM4304355,528,Single,1,0.8510192222222221,0.8470267777777779,-0.003992444444444243,0.7422644163150492
Creb1,GSM1861929,495,MTL,2,0.9762961666666666,0.981133,0.004836833333333401,0.9109766637856526
Creb5,GSM4087688,653,Single,1,0.9604121111111112,0.9600753333333334,-0.00033677777777785245,0.8945612278945613
Ctcf,GSM3094388,116,Single,1,0.9875368333333333,0.9877391111111112,0.0002022777777779261,0.952286282306163
DBP,GSM5331377,519,Single,1,0.9682977893368011,0.9670043346337236,-0.0012934547030775123,0.8833557649170032
DDIT3,GSM3027229,6,Single,1,0.9494603333333334,0.951471722222222,0.002011388888888632,0.8676470588235294
DEAF1,GSM5214710,578,Single,1,0.9665783333333333,0.9702958333333336,0.0037175000000002623,0.9114754098360656
DLX4,GSM5213952,717,MTL,2,0.8968101152081126,0.889999445694064,-0.006810669514048628,0.6376237623762376
DLX6,GSM5214395,717,MTL,2,0.9580163888888888,0.9566896111111112,-0.0013267777777776768,0.8948406178113704
DMTF1,GSM5214210,678,Single,1,0.9665095404984423,0.9661505062305296,-0.00035903426791272786,0.8751500600240096
DUX4,GSM837613,706,Single,1,0.995865,0.9961642222222222,0.0002992222222222285,0.9889595182335229
E2F1,GSM2501567,573,Single,1,0.9545632222222223,0.9556391666666668,0.0010759444444444766,0.8917154811715481
E2F2,GSM5213912,572,MTL,2,0.979126611111111,0.9784705555555556,-0.0006560555555553682,0.9224240366661008
E2F3,GSM5214110,572,MTL,2,0.9642392835731416,0.966339628297362,0.002100344724220382,0.8750885478158206
E2F4,GSM5215179,571,MTL,2,0.982764388888889,0.9839645555555556,0.0012001666666666688,0.9371771371438093
E2F5,GSM5214544,571,MTL,2,0.9823302222222223,0.9841956666666668,0.001865444444444475,0.9180672268907563
E2F7,GSM991660,476,Single,1,0.945352888888889,0.9422385555555556,-0.003114333333333441,0.8736989280720833
E2f6,GSM701863,574,Single,1,0.9803497777777779,0.980164,-0.00018577777777784021,0.9286666666666666
E4F1,GSM5369620,71,Single,1,0.8989300369996636,0.8972954927682477,-0.0016345442314158465,0.7274969173859432
EBF1,GSM5071691,787,MTL,2,0.9716647222222223,0.9748535555555556,0.0031888333333333074,0.9198284394589245
EBF3,GSM2410317,787,MTL,2,0.9439465555555555,0.9470771111111111,0.0031305555555556364,0.8693724420190996
EGR1,GSM5214022,82,Single,1,0.9818607777777777,0.9811098333333332,-0.0007509444444444568,0.9321692411014103
EGR3,GSM2026802,81,MTL,2,0.9920887777777777,0.9936663333333332,0.0015775555555554988,0.9633699633699634
ELF1,GSM1010764,409,Single,1,0.9670304999999999,0.9693174444444446,0.0022869444444446607,0.8986498034524013
ELF2,GSM5374824,411,Single,1,0.9175724444444444,0.9173160555555556,-0.0002563888888887922,0.829120683517266
ELF3,GSM1574273,412,Single,1,0.9345648888888888,0.933915,-0.0006498888888887278,0.8144075829383887
ELK3,GSM5215532,420,Single,1,0.8785488114362879,0.8699739237736025,-0.008574887662685438,0.5971107544141252
ELK4,GSM5668838,421,Single,1,0.9796576187625733,0.9794281285981488,-0.0002294901644245284,0.9143593045717965
EMX1,GSM1327160,726,Single,1,0.9875229444444444,0.987138,-0.0003849444444444794,0.9541523902757383
EN1,GSM3422095,728,Single,1,0.9669995742869306,0.9691583652618136,0.002158790974883029,0.8865295288652952
ERF,GSM2797516,423,Single,1,0.9685988888888888,0.9693743333333332,0.0007754444444444397,0.9152099330174808
ESR2,GSM542548,456,Single,1,0.9880483333333332,0.9883039444444444,0.00025561111111116475,0.9407253554880971
ESRRA,GSM2160188,455,MTL,3,0.9485928888888888,0.952004,0.0034111111111111425,0.8857621440536013
ESRRG,GSM3119070,455,MTL,3,0.9493836666666668,0.9495524444444444,0.0001687777777775734,0.8849529280357428
ETS1,GSM1252929,416,MTL,2,0.9724585555555555,0.972347222222222,-0.00011133333333346318,0.915615906886518
ETV1,GSM2127447,415,MTL,3,0.9592853333333333,0.9611445555555556,0.0018592222222222343,0.8948959032907992
ETV4,GSM738817,415,MTL,3,0.9096878889862154,0.932355969449695,0.022668080463479567,0.6155419222903885
ETV6,GSM2574796,432,Single,1,0.9599356666666667,0.9628335555555554,0.0028978888888886445,0.8922022279348758
Egr2,GSM2026759,81,MTL,2,0.9916694444444444,0.9935633333333332,0.0018938888888888616,0.962876643915432
Ehf,GSM3138380,413,Single,1,0.9520810555555556,0.9531593333333334,0.001078277777777803,0.890487087283426
Elf4,GSM5215543,410,Single,1,0.958320918435456,0.9554302496328928,-0.0028906688025631677,0.8792756539235412
Elf5,GSM773912,414,Single,1,0.9363025210084034,0.9321008403361344,-0.004201680672269004,0.78125
Elk1,GSM5213949,422,Single,1,0.9674066666666666,0.9647085,-0.002698166666666668,0.8905620731920855
Eomes,GSM640691,753,Single,1,0.9581153333333332,0.956002111111111,-0.002113222222222211,0.8902939166097061
Epas1,GSM2501227,762,Single,1,0.9725163284587578,0.9718380299046993,-0.0006782985540585429,0.893908281998631
Erg,GSM585590,419,MTL,2,0.9854964811260397,0.9857380678182982,0.0002415866922584886,0.9523341523341523
Esr1,GSM3261517,457,Single,1,0.9528166666666666,0.954223,0.0014063333333333983,0.8808925204274042
Esrrb,GSM5214290,455,MTL,3,0.9158663316555227,0.9142711716849464,-0.0015951599705762431,0.7040498442367601
Ets2,GSM2298952,416,MTL,2,0.9307413600891861,0.9286510590858416,-0.002090301003344508,0.7628865979381443
Etv2,GSM3516725,417,Single,1,0.9796977241615332,0.9808561772758384,0.0011584531143051802,0.9283154121863799
Etv5,GSM5215523,415,MTL,3,0.9686251111111112,0.9697503333333332,0.0011252222222219999,0.9031382527565733
FEZF1,GSM2424023,43,Single,1,0.8993236666666669,0.8971052777777777,-0.0022183888888891445,0.821697803998689
FOSB,GSM610337,646,Single,1,0.987919,0.9865920555555556,-0.0013269444444443668,0.9526889040163377
FOSL1,GSM1010756,649,Single,1,0.9524233333333333,0.9497191111111112,-0.002704222222222108,0.8779709116708052
FOS,GSM3184658,648,Single,1,0.9818330555555556,0.9831056666666668,0.0012726111111112104,0.940327868852459
FOXA1,GSM1716765,686,MTL,3,0.9639493333333333,0.9713563333333332,0.00740699999999983,0.9054032127210774
FOXA2,GSM2977503,686,MTL,3,0.9556061111111112,0.9545420555555554,-0.0010640555555557762,0.8906224605883309
FOXJ3,GSM5213944,691,Single,1,0.9452607222222222,0.944604,-0.0006567222222222391,0.8775307002987056
FOXK2,GSM3898636,685,MTL,2,0.956676611111111,0.9599635,0.0032868888888889503,0.8818652849740932
FOXM1,GSM1010731,695,Single,1,0.9307523333333333,0.9306691666666668,-8.316666666652317e-05,0.824580598103574
FOXN1,GSM4956501,683,Single,1,0.9715566666666667,0.9721169444444444,0.0005602777777776735,0.9162663006177076
FOXN3,GSM2462038,684,Single,1,0.9334325396825396,0.9422619047619046,0.008829365079365048,0.9069767441860465
FOXO1,GSM5214708,692,Single,1,0.962593888888889,0.9626254444444444,3.155555555545142e-05,0.8818149841716497
FOXP4,GSM5214072,681,MTL,3,0.9515468333333333,0.95455,0.003003166666666668,0.8816035332087651
FOXS1,GSM5215132,687,Single,1,0.8812684630738523,0.883309880239521,0.0020414171656686353,0.6446826051112943
Fli1,GSM2436677,419,MTL,2,0.9192601111111111,0.9136522222222224,-0.005607888888888635,0.8285714285714286
Fosl2,GSM5214172,647,Single,1,0.9638907777777779,0.9637006666666666,-0.00019011111111122414,0.8919715623374371
Foxa3,GSM2527454,686,MTL,3,0.9578035555555555,0.9597923333333334,0.0019887777777778393,0.8776223776223776
Foxc2,GSM3717669,688,Single,1,0.9565290093048713,0.953964696223317,-0.002564313081554248,0.8325754443985118
Foxd3,GSM2451236,689,Single,1,0.9304954304954305,0.9184704184704184,-0.01202501202501205,0.8
Foxf2,GSM5214218,690,Single,1,0.902982774049217,0.8973658836689038,-0.005616890380313211,0.8147375738616615
Foxh1,GSM727589,679,Single,1,0.9760987222222223,0.9757554444444444,-0.00034327777777787283,0.9216190170253774
Foxk1,GSM2797525,685,MTL,2,0.9578507777777777,0.960341388888889,0.0024906111111112628,0.8907131862493587
Foxo3,GSM2574751,693,Single,1,0.9686793333333333,0.9701702222222222,0.0014908888888888194,0.9102626067343322
Foxo4,GSM5331159,694,Single,1,0.9310025569282495,0.9310742893795516,7.173245130209782e-05,0.758765778401122
Foxp1,GSM3633494,681,MTL,3,0.9317045555555555,0.9342210555555556,0.0025165000000000326,0.8298145768312832
Foxp2,GSM803480,681,MTL,3,0.9856313333333334,0.9871148888888888,0.0014835555555553492,0.94119612429001
Foxp3,GSM3395256,682,Single,1,0.9107295,0.9106396666666668,-8.983333333312249e-05,0.8340136054421768
Foxr2,GSM2151469,408,Single,1,0.8856548856548857,0.8885135135135135,0.0028586278586277825,0.7346938775510204
GABPA,GSM803343,418,Single,1,0.9884014444444444,0.988133222222222,-0.0002682222222224473,0.9495628782784129
GABPB2,GSM5378799,513,MTL,2,0.9125927780659239,0.9078604260189936,-0.004732352046930233,0.6928104575163399
GATA1,GSM1278240,672,Single,1,0.9612647777777779,0.9620445555555556,0.0007797777777777126,0.8809984179996484
GATA3,GSM1010738,671,MTL,2,0.9162083333333334,0.9179726666666668,0.0017643333333333677,0.8389450986896666
GATAD1,GSM2527475,704,Single,1,0.9719016666666667,0.9724597222222222,0.0005580555555555478,0.8856786160156946
GATAD2A,GSM2534640,436,Single,1,0.9367219444444443,0.9306346111111112,-0.0060873333333331114,0.8673684210526316
GATAD2B,GSM1415923,437,Single,1,0.9671592222222223,0.969101611111111,0.0019423888888887575,0.913304164641063
GFI1B,GSM2423489,108,MTL,2,0.9028763586956521,0.9052427536231884,0.0023663949275363194,0.7709108960039712
GLI2,GSM3112048,67,Single,1,0.9692060555555556,0.9687595,-0.00044655555555561666,0.9066529138731305
GLI4,GSM5214704,330,Single,1,0.9749872029250457,0.9746926416819012,-0.000294561243144531,0.8918789043728976
GLIS2,GSM2423632,66,Single,1,0.9780353888888889,0.9782746666666666,0.00023927777777776882,0.9279811097992916
GMEB1,GSM5214268,768,Single,1,0.974540888888889,0.9746098888888888,6.89999999997637e-05,0.9069204152249135
GMEB2,GSM2534381,769,Single,1,0.9824810522895333,0.9841134535331004,0.0016324012435671165,0.9297023432552248
GPBP1L1,GSM5215723,429,Single,1,0.9365538347794251,0.9388020601920144,0.0022482254125892887,0.755741127348643
GRHL1,GSM4156315,14,MTL,2,0.9823320425208809,0.9871164009111618,0.004784358390280907,0.9263803680981595
GRHL3,GSM1034504,15,Single,1,0.9823557777777777,0.9815433333333332,-0.0008124444444445045,0.9458096013018714
GSC,GSM3982994,666,Single,1,0.9961874328678839,0.9963995703544576,0.00021213748657367137,0.9913793103448276
GTF3A,GSM5213922,114,Single,1,0.9624380714879467,0.9623747773423584,-6.329414558825519e-05,0.8905454545454545
GZF1,GSM5214475,119,Single,1,0.9521500555555555,0.9528246666666668,0.000674611111111223,0.8780236747297993
Gabpb1,GSM2534044,513,MTL,2,0.9903050065876153,0.9903253458498024,2.0339262187030194e-05,0.9661466976435447
Gata2,GSM3272024,671,MTL,2,0.9696302222222222,0.9702113333333336,0.0005811111111114764,0.9094574164286914
Gata4,GSM3271996,670,MTL,2,0.9418732222222223,0.9542288333333332,0.012355611111110942,0.866708780795957
Gata6,GSM3381975,670,MTL,2,0.9404443333333333,0.9515907777777778,0.011146444444444459,0.8667022601886457
Gfi1,GSM5214648,108,MTL,2,0.9486336111111111,0.9505642222222224,0.0019306111111112578,0.8746291959406713
Glis1,GSM2026832,64,Single,1,0.9726385,0.9720430555555556,-0.0005954444444443707,0.918195339613287
Glis3,GSM2946599,65,Single,1,0.9795111111111112,0.9794541111111112,-5.699999999997374e-05,0.9324369747899159
Grhl2,GSM3096457,14,MTL,2,0.9721865000000001,0.9752638888888888,0.0030773888888887546,0.8840733444461282
Gtf2i,GSM5378697,1,Single,1,0.9411854444444445,0.9410846666666668,-0.00010077777777772745,0.8618307426597582
HES1,GSM2574800,575,MTL,2,0.9581031029012395,0.9562747035573124,-0.0018283993439270896,0.7915465898174832
HES4,GSM5667709,575,MTL,2,0.9829900280112045,0.9828930532212884,-9.697478991610442e-05,0.9341337335334334
HES6,GSM1207903,576,Single,1,0.9725206111111111,0.974077,0.001556388888888871,0.9089347079037801
HEY1,GSM803448,580,MTL,2,0.9716195555555555,0.9698724444444444,-0.0017471111111110327,0.906980600232134
HEY2,GSM2183991,580,MTL,2,0.9312724014336917,0.9171594982078852,-0.014112903225806495,0.7176470588235294
HIC2,GSM6347221,369,Single,1,0.9621756666666668,0.962471111111111,0.00029544444444429274,0.9035947712418301
HIF1A,GSM1462475,763,Single,1,0.965493,0.964524,-0.0009689999999999976,0.8811089390438955
HINFP,GSM5215639,557,Single,1,0.9751455,0.9744549999999998,-0.0006905000000001493,0.9139316811788346
HIVEP1,GSM5215783,385,Single,1,0.9725595555555556,0.9735613333333332,0.001001777777777546,0.8993732590529248
HMG20A,GSM2527434,530,Single,1,0.9460937222222221,0.9452798333333334,-0.0008138888888886697,0.8700623700623701
HMGA1,GSM942073,482,MTL,2,0.9374101111111112,0.938231222222222,0.0008211111111108282,0.868455497382199
HMGA2,GSM2931556,482,MTL,2,0.8862711937716263,0.8795640138408304,-0.006707179930795948,0.6418554476806904
HMGB1,GSM2589815,562,MTL,2,0.9849779447702834,0.9844660923753664,-0.0005118523949170228,0.9475262368815592
HMGB2,GSM2589816,562,MTL,2,0.8959451111111112,0.8980043333333332,0.0020592222222219903,0.7961099932930918
HMGXB3,GSM2797541,640,Single,1,0.9484276666666666,0.9479402777777778,-0.0004873888888887734,0.869189562813202
HMGXB4,GSM5215559,585,Single,1,0.9819236666666666,0.9806043333333334,-0.001319333333333228,0.9322591252877342
HNF1A,GSM5215665,403,MTL,2,0.9507827777777778,0.9563432777777776,0.005560499999999857,0.8378527946873271
HNF4A,GSM3130733,451,MTL,2,0.9334587777777779,0.9346831666666668,0.0012243888888889831,0.8369996393797331
HNF4G,GSM2277166,451,MTL,2,0.9664387777777776,0.9716548888888888,0.005216111111111199,0.8851990715943582
HOMEZ,GSM2527486,556,Single,1,0.9562613888888889,0.9542185555555556,-0.002042833333333327,0.8849131257526234
HOXA1,GSM2689473,711,Single,1,0.9250265738894359,0.9234232591882088,-0.0016033147012270987,0.6815101645692159
HOXA3,GSM5215609,716,Single,1,0.971441,0.971473777777778,3.277777777799251e-05,0.912483039348711
HOXA5,GSM5214768,714,MTL,5,0.9650528888888887,0.9720910555555556,0.007038166666666901,0.8975515463917526
HOXA7,GSM5213824,714,MTL,5,0.8182609805924413,0.8422735784814438,0.02401259788900245,0.5841550493029581
HOXB5,GSM5215275,714,MTL,5,0.969724560686555,0.9749032829314808,0.005178722244925771,0.8957842927455596
HOXC11,GSM1306053,708,MTL,2,0.8212454212454213,0.8417582417582419,0.02051282051282055,0.6153846153846154
HOXC5,GSM2572272,714,MTL,5,0.9459501111111113,0.9540493333333332,0.008099222222221925,0.872809863724854
HOXD1,GSM5215058,712,Single,1,0.967376888888889,0.9686805555555555,0.001303666666666592,0.8966350301984469
HSF1,GSM1553235,463,Single,1,0.9866977777777778,0.9858596111111112,-0.0008381666666665843,0.9525237381309345
HSF2,GSM5214185,464,Single,1,0.9611192914025679,0.9629278400780108,0.0018085486754428892,0.8770180436847104
Hand1,GSM2527318,755,MTL,2,0.9286319003993422,0.9327439511393,0.0041120507399577955,0.84901298239374
Hand2,GSM2486155,755,MTL,2,0.9290707777777778,0.933188611111111,0.004117833333333154,0.8471760797342193
Hmg20b,GSM2534642,531,Single,1,0.9549715555555555,0.9536234444444446,-0.0013481111111108834,0.8904489795918368
Hnf1b,GSM5214807,403,MTL,2,0.958469,0.9672925555555556,0.008823555555555584,0.8861952861952862
Hoxa11,GSM2410501,708,MTL,2,0.8876048462255359,0.8529356943150046,-0.034669151910531326,0.6
Hoxa13,GSM2410502,724,Single,1,0.922020656779661,0.9262579449152544,0.00423728813559332,0.6761904761904762
Hoxa9,GSM5269347,713,MTL,2,0.9436127777777776,0.9490763333333334,0.005463555555555777,0.8734625105307497
Hoxb13,GSM1716768,725,Single,1,0.9401682222222222,0.942745888888889,0.0025776666666668113,0.8656963281508435
Hoxb8,GSM3665347,715,Single,1,0.925414111111111,0.9235830555555556,-0.0018310555555554053,0.8489809555629803
Hoxc9,GSM848789,713,MTL,2,0.944815888888889,0.9533016666666666,0.008485777777777592,0.8665276329509907
IKZF4,GSM5331031,54,MTL,3,0.9828495555555554,0.9849599444444443,0.0021103888888889255,0.930161427357689
INSM1,GSM3579032,730,MTL,2,0.919163111111111,0.922594777777778,0.0034316666666669438,0.8123827392120075
INSM2,GSM2423396,730,MTL,2,0.9297589999999999,0.9339584444444444,0.004199444444444533,0.8361683079677709
IRF2,GSM2423390,472,Single,1,0.9783546550536842,0.9770520741394528,-0.0013025809142314104,0.8598130841121495
IRF3,GSM2423468,12,Single,1,0.9741891147503333,0.9803309750360204,0.006141860285687084,0.9211775878442545
IRF4,GSM803390,9,Single,1,0.9542613333333334,0.9572086666666668,0.002947333333333413,0.8608587208266524
IRF6,GSM3421852,7,Single,1,0.9528203333333335,0.9522255000000002,-0.0005948333333333222,0.8867707477403451
IRF9,GSM4830083,11,Single,1,0.9636985656867094,0.9475070909115352,-0.01619147477517424,0.8
ISL2,GSM5214622,481,MTL,2,0.9528562222222221,0.9526918888888888,-0.0001643333333333219,0.8670316086879746
ISX,GSM5215026,707,Single,1,0.9709179773380686,0.9692809910366986,-0.0016369863013699915,0.890703186726363
Ikzf1,GSM2827350,54,MTL,3,0.9302948888888888,0.9346311111111112,0.004336222222222408,0.8545935228023793
Ikzf2,GSM2423992,54,MTL,3,0.9735938888888889,0.9726371111111112,-0.0009567777777776953,0.922762148337596
Irf1,GSM935549,473,Single,1,0.9792857777777777,0.9788692777777775,-0.00041650000000015286,0.9245890527029317
Irf5,GSM5214006,8,Single,1,0.9766642222222223,0.9775326666666668,0.0008684444444445605,0.9220800797474663
Irf8,GSM3514948,10,Single,1,0.9866959937627444,0.9855454000239896,-0.0011505937387548126,0.9509025270758122
Isl1,GSM2486159,481,MTL,2,0.9349077777777777,0.933487,-0.0014207777777777153,0.8681245858184228
JDP2,GSM3178724,651,Single,1,0.9783117252931324,0.97744405360134,-0.0008676716917923599,0.9156314699792961
JUNB,GSM2437769,655,Single,1,0.9546674444444444,0.9539488333333334,-0.0007186111111110449,0.8884048257372654
JUND,GSM1503220,654,MTL,2,0.9801398888888888,0.9810363333333334,0.0008964444444445885,0.9519890260631001
JUN,GSM3070218,654,MTL,2,0.9727526111111111,0.9732081111111108,0.00045549999999972,0.9145627821434543
Jarid2,GSM4498400,465,Single,1,0.9888702340042546,0.9895763377515956,0.0007061037473410359,0.9663517321398972
KHSRP,GSM2827485,734,Single,1,0.8702540954415955,0.8707638888888889,0.0005097934472934051,0.7443023902167871
KLF10,GSM2574747,88,Single,1,0.9726802628155088,0.970093221441582,-0.002587041373926735,0.893756397134084
KLF11,GSM1443813,89,Single,1,0.9734347777777779,0.971751111111111,-0.001683666666666861,0.9132755170113409
KLF12,GSM5215153,83,MTL,2,0.9749111111111111,0.9776204444444444,0.0027093333333333414,0.9211806681803438
KLF17,GSM3577152,46,Single,1,0.9696643305053486,0.9694541989425796,-0.00021013156276905587,0.8979752309809318
KLF1,GSM1067275,85,Single,1,0.9778965000000001,0.9770376666666668,-0.0008588333333332532,0.9196534737557329
KLF3,GSM4192052,83,MTL,2,0.9805765555555556,0.9801612777777778,-0.0004152777777777228,0.9297854077253219
KLF5,GSM4447200,86,Single,1,0.9639054444444445,0.9618068888888888,-0.0020985555555557145,0.8919562113279391
KLF7,GSM2026749,84,MTL,2,0.9629464285714285,0.9557043650793652,-0.007242063492063355,0.7787610619469026
KLF9,GSM1522563,90,Single,1,0.9903306666666666,0.9904554444444444,0.00012477777777786248,0.9474405067625407
Klf13,GSM2423733,93,Single,1,0.9443414634146341,0.9437718065316246,-0.0005696568830094728,0.8529929577464789
Klf15,GSM2519950,92,Single,1,0.9092043333333334,0.9063484444444444,-0.002855888888888991,0.8291219204042957
Klf16,GSM2527382,91,Single,1,0.9612326666666667,0.9593882222222224,-0.0018444444444443153,0.8916398168560284
Klf4,GSM3597672,87,Single,1,0.9637262222222222,0.9644405555555556,0.0007143333333334834,0.8997280761386812
Klf6,GSM2534396,84,MTL,2,0.9680132222222222,0.9675107777777778,-0.000502444444444361,0.8479641389615241
Kmt2c,GSM2171853,621,Single,1,0.9191822222222222,0.9178236666666668,-0.0013585555555554185,0.8112696405996027
L3MBTL3,GSM2679735,394,Single,1,0.9548795426704776,0.9528634136382196,-0.002016129032258007,0.8627450980392157
L3MBTL4,GSM2574756,395,Single,1,0.950607611111111,0.9475458888888888,-0.0030617222222222296,0.8826890756302521
LBX2,GSM5214062,722,Single,1,0.9792421111111111,0.9794488888888888,0.00020677777777766693,0.9234944868532655
LCORL,GSM5214905,570,Single,1,0.9475090555555555,0.9503275555555556,0.002818500000000057,0.8786049631120053
LCOR,GSM5214415,569,Single,1,0.9462151666666666,0.9461553888888888,-5.9777777777769714e-05,0.8358806404657934
LHX2,GSM1567049,480,MTL,2,0.9590266111111113,0.9636088888888888,0.0045822777777775325,0.8964960439205555
LHX9,GSM3262278,480,MTL,2,0.9352255555555555,0.9370088333333332,0.0017832777777776476,0.8560431100846805
LRRFIP1,GSM3267286,524,Single,1,0.9651604444444444,0.9651275555555556,-3.288888888874908e-05,0.8883383471951867
Lef1,GSM1875147,703,MTL,6,0.9730576441102756,0.9726019594440648,-0.0004556846662108205,0.8571428571428571
Lyl1,GSM1901548,732,Single,1,0.9758589743589744,0.9735517279821628,-0.002307246376811567,0.8929370405880473
MAF1,GSM5214681,466,Single,1,0.9747011111111111,0.9760667777777778,0.0013656666666667094,0.9142185663924794
MAFB,GSM1278507,567,MTL,2,0.9632332205301749,0.9661751318510604,0.002941911320885504,0.8548916611950098
MAFK,GSM1159670,566,MTL,3,0.950854872999888,0.9556425534295624,0.004787680429674368,0.8773983739837399
MAF,GSM1859073,567,MTL,2,0.9713623333333332,0.9704599444444444,-0.0009023888888888276,0.9147574123989218
MAX,GSM894103,3,Single,1,0.9755616666666668,0.9751835,-0.00037816666666679044,0.9263565891472868
MBD1,GSM5369703,788,Single,1,0.9226914086381127,0.9214154709245874,-0.0012759377135252992,0.7801652892561983
MBD2,GSM1388125,554,MTL,2,0.984642111111111,0.9846731666666668,3.105555555582562e-05,0.9442688404591583
MBD3,GSM2104436,554,MTL,2,0.9556121666666666,0.957953222222222,0.0023410555555554158,0.8919293384135781
MEF2B,GSM3011725,590,Single,1,0.9198220000000001,0.922928277777778,0.0031062777777778328,0.848678673623969
MEF2D,GSM5215167,589,MTL,2,0.9556826666666667,0.9527743888888888,-0.0029082777777779123,0.8894601542416453
MIER3,GSM2534128,433,Single,1,0.960930111111111,0.9606485555555556,-0.0002815555555554239,0.8831394339295017
MITF,GSM1517751,511,MTL,2,0.9934834999999999,0.9931891111111112,-0.00029438888888866366,0.9673710904480135
MIXL1,GSM3499104,723,Single,1,0.9503482222222221,0.9497378888888888,-0.0006103333333333794,0.8352547415396058
MLXIP,GSM2358603,507,Single,1,0.971858407079646,0.968495575221239,-0.0033628318584070227,0.6829268292682927
MLX,GSM2527496,4,Single,1,0.9653271111111111,0.9661983333333332,0.0008712222222220234,0.9040065412919052
MNX1,GSM5214607,727,Single,1,0.9867797393862966,0.987242959226566,0.0004632198402694243,0.9531772575250836
MSX2,GSM5215595,718,Single,1,0.9181347222222221,0.9157413888888888,-0.0023933333333333584,0.8365253077975376
MTA2,GSM969795,431,MTL,3,0.9437165318445938,0.931335687972352,-0.012380843872241809,0.7794117647058824
MTA3,GSM1010729,431,MTL,3,0.9071048888888888,0.909062,0.001957111111111187,0.8039878938935375
MTF1,GSM5215251,113,Single,1,0.9610692872015687,0.9618602226113644,0.00079093540979569,0.8695917123705058
MXD1,GSM5215037,487,Single,1,0.9829288888888889,0.9818345,-0.0010943888888887976,0.9340622929092114
MXD3,GSM2534622,488,Single,1,0.9845617768958731,0.9846977964826934,0.0001360195868203018,0.942008486562942
MXD4,GSM2534025,489,Single,1,0.9741297777777777,0.9735341111111112,-0.000595666666666439,0.9231018818948734
MYB,GSM2466686,522,Single,1,0.9487308888888888,0.9467600555555556,-0.001970833333333144,0.867722983799181
MYCN,GSM2915909,549,Single,1,0.9743894444444444,0.9733751666666668,-0.001014277777777628,0.9188473004306061
MYC,GSM2305251,548,Single,1,0.8114258333333333,0.8126813333333334,0.001255500000000076,0.7309644670050761
MYNN,GSM5215460,121,Single,1,0.9604313333333334,0.9617105,0.001279166666666609,0.8850042844901457
MYOD1,GSM2259152,458,Single,1,0.9671141666666666,0.9664273333333334,-0.0006868333333331922,0.9076998209343968
MYOG,GSM2214115,459,Single,1,0.9757643259108462,0.975978993872013,0.00021466796116687004,0.8911917098445595
MZF1,GSM2026778,23,Single,1,0.9463487113098742,0.9441518575183396,-0.0021968537915345587,0.7811158798283262
Maff,GSM2423084,566,MTL,3,0.9677179444444445,0.9691968333333332,0.0014788888888886964,0.9075191648996901
Mafg,GSM5213893,566,MTL,3,0.9645053333333333,0.967905,0.0033996666666666897,0.885839929639402
