TF_Name,GSM_ID,Cluster_ID,Cluster_Type,TF_Count_in_Cluster,Single_ROC_AUC,MTL_ROC_AUC,Delta_ROC_AUC,Single_PR_AUC,MTL_PR_AUC,Delta_PR_AUC,Single_Accuracy,MTL_Accuracy,Delta_Accuracy,Single_Precision,MTL_Precision,Delta_Precision,Single_Recall,MTL_Recall,Delta_Recall,Single_F1,MTL_F1,Delta_F1,Single_MCC,MTL_MCC,Delta_MCC
ZNF132,GSM2466475,10303,MTL,21,0.9505216638571233,0.9566950658344344,0.006173401977311088,0.8742569047366361,0.8564903229716373,-0.01776658176499879,0.9162210338680927,0.9340463458110516,0.017825311942958888,0.7117117117117117,0.8202247191011236,0.10851300738941194,0.8404255319148937,0.776595744680851,-0.06382978723404265,0.7707317073170732,0.7978142076502732,0.027082500333200032,0.7236313550078568,0.7588501265498956,0.035218771542038785
ZNF133,GSM2466476,99,MTL,6,0.9734811647146425,0.9684847849070886,-0.004996379807553963,0.9648989795188557,0.9532398143660678,-0.011659165152787976,0.9331313568491668,0.9257736420688164,-0.007357714780350411,0.9204618345093009,0.9165035877364645,-0.003958246772836405,0.8858024691358025,0.8672839506172839,-0.0185185185185186,0.9027996225228059,0.8912147161433556,-0.01158490637945031,0.8522278428084155,0.8356813360515561,-0.016546506756859314
ZNF134,GSM5215175,10303,MTL,21,0.9279575757575758,0.942672027972028,0.014714452214452223,0.87744037716633,0.9025233244416002,0.025082947275270162,0.8699774266365689,0.8778781038374718,0.007900677200902928,0.7981843575418994,0.8882096069868995,0.09002524944500012,0.7993006993006992,0.7111888111888112,-0.08811188811188808,0.7987421383647799,0.7899029126213593,-0.008839225743420664,0.7027105713553174,0.7139602179850136,0.011249646629696186
ZNF135,GSM2466477,10305,MTL,20,0.9608651282456683,0.9485412309763536,-0.01232389726931471,0.8703363359752619,0.8613873456813917,-0.008948990293870196,0.9549582273883037,0.9553214674900108,0.0003632401017070741,0.8679867986798679,0.8888888888888888,0.020902090209020896,0.7579250720461095,0.7377521613832853,-0.02017291066282423,0.8092307692307692,0.8062992125984252,-0.0029315566323440123,0.7861441262892009,0.7856289993058895,-0.0005151269833114647
ZNF136,GSM2026789,10310,MTL,10,0.945756649767345,0.9339711091047987,-0.011785540662546223,0.7307933632477652,0.7440959726360379,0.013302609388272657,0.939200926462073,0.931673422119282,-0.007527504342791036,0.7303370786516854,0.7315436241610739,0.0012065455093884792,0.6951871657754011,0.5828877005347594,-0.11229946524064172,0.7123287671232876,0.6488095238095238,-0.0635192433137638,0.6786182341462444,0.6163429203603353,-0.062275313785909114
ZNF138,GSM5215074,10306,MTL,20,0.9804186666666667,0.9840635555555556,0.0036448888888889197,0.9782097537481402,0.9819690673970216,0.0037593136488813794,0.9091666666666667,0.937,0.027833333333333377,0.9595657057281917,0.9477459016393442,-0.011819804088847419,0.8543333333333333,0.925,0.07066666666666677,0.903897019925939,0.9362348178137652,0.0323377978878262,0.8232991269434092,0.8742518207918053,0.05095269384839607
ZNF140,GSM2423519,10302,MTL,21,0.969885188709166,0.9693691722169362,-0.000516016492229765,0.9422572144899632,0.9431467831075142,0.0008895686175509621,0.9363120217230313,0.9400148111577388,0.0037027894347074763,0.8737040527803959,0.9156378600823044,0.04193380730190854,0.8820171265461465,0.8468125594671742,-0.03520456707897235,0.8778409090909091,0.8798813643104301,0.002040455219521009,0.8347875481740962,0.841127742059464,0.006340193885367773
ZNF141,GSM2466479,10319,MTL,6,0.9893045404208195,0.9910248062015504,0.001720265780730923,0.9799847763077146,0.9827606191055056,0.0027758427977909728,0.9507214206437292,0.9618201997780244,0.011098779134295134,0.9741315594974131,0.9470154258886652,-0.027116133608747983,0.8757475083056478,0.9382059800664452,0.06245847176079733,0.9223233030090973,0.9425901201602136,0.020266817151116334,0.8890808390825503,0.9140135205093276,0.024932681426777292
ZNF143,GSM2024873,82,MTL,2,0.9828166666666667,0.9843039999999998,0.001487333333333174,0.9808205016372411,0.9833512730963504,0.0025307714591092934,0.9343333333333333,0.937,0.002666666666666706,0.9416949152542373,0.9399328859060404,-0.001762029348196914,0.926,0.9336666666666666,0.0076666666666665995,0.933781512605042,0.9367892976588628,0.0030077850538207107,0.8687873399556655,0.8740194228696536,0.005232082913988134
ZNF146,GSM2423862,10314,MTL,7,0.9918842222222223,0.993761,0.0018767777777777273,0.9936176474062904,0.9948814767087542,0.0012638293024637148,0.9665,0.9723333333333334,0.005833333333333357,0.9660339660339661,0.9774258760107816,0.011391909976815495,0.967,0.967,0.0,0.9665167416291854,0.9721849865951744,0.0056682449659889445,0.9330004665003498,0.9447204122900404,0.0117199457896906
ZNF148,GSM2828724,73,MTL,2,0.9457757889778614,0.9483700737949442,0.0025942848170827926,0.9381279061529892,0.9415244292797424,0.0033965231267532037,0.8938122194026937,0.8953738044114776,0.0015615850087838945,0.9135673127291776,0.9227490676611614,0.00918175493198381,0.8214790390956194,0.8158266603862458,-0.005652378709373518,0.8650793650793651,0.866,0.0009206349206348774,0.7809262235929789,0.7847003360421639,0.0037741124491850186
ZNF154,GSM2466480,10303,MTL,21,0.9325236167341431,0.9418637687335748,0.009340151999431723,0.7903395786475671,0.8660478782150983,0.07570829956753122,0.95625,0.97,0.013749999999999929,0.8909090909090909,0.95,0.05909090909090908,0.6282051282051282,0.7307692307692307,0.10256410256410253,0.7368421052631579,0.8260869565217391,0.08924485125858128,0.7267323075193226,0.8183295612229244,0.09159725370360183
ZNF155,GSM2828365,10307,MTL,16,0.9563528344671203,0.96721768707483,0.010864852607709752,0.9030027519091872,0.9210135841991828,0.01801083228999556,0.9344042838018741,0.947255689424364,0.012851405622489875,0.8365384615384616,0.892128279883382,0.05558981834492038,0.8285714285714286,0.8326530612244898,0.004081632653061162,0.8325358851674641,0.8613652357494722,0.028829350582008084,0.7917653115125497,0.8295977676489107,0.03783245613636099
ZNF157,GSM2827556,10305,MTL,20,0.9433161730136342,0.9526911142454162,0.009374941231781952,0.9103110774787175,0.9274405205139796,0.017129443035262093,0.8770937075599818,0.9031235853327296,0.02602987777274779,0.9405840886203424,0.9050736497545008,-0.0355104388658416,0.6586741889985895,0.7799717912552891,0.12129760225669961,0.7747822480298632,0.8378787878787879,0.06309653984892472,0.7146605368708238,0.7736717814481434,0.059011244577319655
ZNF160,GSM3402703,10311,MTL,9,0.9745806021849187,0.9763010924593658,0.0017204902744470951,0.962847350547692,0.9667228153591902,0.0038754648114982526,0.9538932015996237,0.9557751117384145,0.0018819101387907988,0.9406850459482038,0.9766816143497756,0.03599656840157184,0.9000799360511591,0.8705035971223022,-0.029576338928856916,0.9199346405228758,0.9205409974640744,0.0006063569411985936,0.8880075025575831,0.8928714194564177,0.004863916898834586
ZNF165,GSM5330712,10301,MTL,23,0.9423386243386244,0.9539182299182298,0.011579605579605468,0.8909819576026111,0.9182189280787056,0.027236970476094524,0.8885088919288646,0.8989968080255358,0.010487916096671213,0.8602409638554217,0.8867924528301887,0.026551488974767,0.7727272727272727,0.7799422799422799,0.00721500721500723,0.814139110604333,0.8299424184261036,0.01580330782177064,0.7369940011947974,0.7616900188650925,0.024696017670295056
ZNF169,GSM5214930,99,MTL,6,0.9453765830346476,0.950747192353644,0.0053706093189964665,0.9097949413858302,0.9192244392594568,0.00942949787362668,0.8835039817974971,0.9030716723549488,0.019567690557451667,0.9176915799432356,0.8929440389294404,-0.02474754101379517,0.6953405017921147,0.789247311827957,0.09390681003584234,0.7911908646003263,0.8378995433789954,0.04670867877866913,0.725710293013099,0.7721215578338041,0.04641126482070512
ZNF174,GSM5214339,10301,MTL,23,0.9147528331488289,0.944384293381436,0.0296314602326071,0.7115455834349362,0.7611553624225634,0.049609778987627196,0.9453453453453453,0.9474474474474476,0.0021021021021022657,0.7560975609756098,0.740625,-0.015472560975609784,0.6595744680851063,0.7203647416413373,0.06079027355623101,0.7045454545454546,0.7303543913713405,0.02580893682588592,0.6764973090684397,0.7013300869444644,0.02483277787602467
ZNF175,GSM2423017,10320,MTL,5,0.9670581453634085,0.970155388471178,0.0030972431077694873,0.9238689017308204,0.9239846072678052,0.00011570553698481145,0.947612551159618,0.9495225102319236,0.0019099590723056226,0.9371534195933456,0.9240282685512368,-0.013125151042108874,0.762406015037594,0.7864661654135339,0.024060150375939893,0.8407960199004975,0.8497156783103168,0.008919658409819342,0.8160171208929299,0.8234637124845166,0.007446591591586671
ZNF177,GSM5374142,10315,MTL,7,0.9136517576176222,0.934643391664748,0.020991634047125785,0.7829000658651855,0.829793104146444,0.04689303828125857,0.9135538954108858,0.9364994663820704,0.022945570971184548,0.6726618705035972,0.8144796380090498,0.1418177675054526,0.7248062015503876,0.6976744186046512,-0.02713178294573637,0.6977611940298507,0.7515657620041754,0.053804567974324646,0.6480214946541385,0.7182292728909759,0.07020777823683744
ZNF17,GSM5214406,10303,MTL,21,0.9728155136268343,0.9822012578616351,0.009385744234800875,0.9684911710889411,0.9784573995793616,0.009966228490420503,0.913059163059163,0.9318181818181818,0.018759018759018753,0.8989938080495357,0.9424019607843136,0.04340815273477794,0.91312893081761,0.9068396226415094,-0.0062893081761006275,0.90600624024961,0.924278846153846,0.018272605904236072,0.8252297990596659,0.8628403618010829,0.03761056274141705
ZNF180,GSM5214590,10328,MTL,3,0.9680597953216374,0.9713547514619884,0.003294956140350913,0.9562875359617514,0.9610607072431868,0.0047731712814353955,0.8984848484848484,0.906818181818182,0.008333333333333526,0.9287118977384464,0.8691164327002477,-0.05959546503819868,0.8285087719298245,0.9232456140350878,0.09473684210526323,0.875753361149745,0.8953636750319013,0.019610313882156283,0.7940915827647699,0.8127174208597694,0.018625838094999514
ZNF181,GSM2466486,10334,MTL,2,0.8972999349381913,0.928822381262199,0.03152244632400769,0.6792669300889929,0.7323827679243734,0.05311583783538054,0.9387755102040817,0.9455782312925172,0.006802721088435493,0.7115384615384616,0.8421052631578947,0.13056680161943313,0.6379310344827587,0.5517241379310345,-0.0862068965517242,0.6727272727272727,0.6666666666666666,-0.0060606060606061,0.640226414471168,0.6553855288919263,0.015159114420758235
ZNF182,GSM2466487,10304,MTL,20,0.933849269068917,0.9296608375307176,-0.004188431538199366,0.9038511875266425,0.8975703225831261,-0.006280864943516429,0.865,0.8566666666666667,-0.008333333333333304,0.8184836745987825,0.819804260218768,0.0013205856199854926,0.8221234018899388,0.7915508615897721,-0.03057254030016676,0.8202995008319468,0.8054298642533937,-0.014869636578553114,0.7121967407138086,0.6922952792941162,-0.0199014614196924
ZNF184,GSM5214938,10305,MTL,20,0.9336335437650318,0.943539583113842,0.00990603934881018,0.8300497732982616,0.8426553687759959,0.012605595477734322,0.9131792629606496,0.925046845721424,0.011867582760774487,0.8869778869778869,0.8731501057082452,-0.013827781269641681,0.6087689713322091,0.6964586846543002,0.08768971332209108,0.722,0.774859287054409,0.05285928705440901,0.6893899204729382,0.7373008524182447,0.04791093194530649
ZNF189,GSM3634423,10305,MTL,20,0.9363841666666667,0.9478583333333334,0.011474166666666674,0.939231860140729,0.950944512364761,0.01171265222403195,0.86,0.8835,0.023499999999999965,0.8522504892367906,0.8936024632227164,0.04135197398592583,0.871,0.8706666666666667,-0.0003333333333332966,0.8615232443125618,0.8819854803309134,0.02046223601835162,0.7201743032746413,0.7672527661721891,0.0470784628975478
ZNF195,GSM3402704,10337,MTL,2,0.9464215686274509,0.9474019607843138,0.0009803921568629637,0.8473298620190531,0.8618409289289966,0.014511066909943415,0.9565868263473054,0.9565868263473054,0.0,0.782608695652174,0.76,-0.022608695652173938,0.7941176470588235,0.8382352941176471,0.044117647058823595,0.7883211678832117,0.7972027972027972,0.008881629319585471,0.7641610563698227,0.7741228993302892,0.009961842960466538
ZNF197,GSM2466491,10301,MTL,23,0.9302248062015505,0.9049147286821706,-0.02531007751937986,0.7732814001079672,0.7217107112729212,-0.05157068883504601,0.899009900990099,0.9,0.000990099009900991,0.6318681318681318,0.7752808988764045,0.14341276700827266,0.7666666666666667,0.46,-0.3066666666666667,0.6927710843373494,0.5774058577405857,-0.11536522659676363,0.637252744581617,0.5478947879630418,-0.08935795661857515
ZNF19,GSM2828504,10332,MTL,2,0.9161604099520021,0.919996753773738,0.0038363438217359214,0.8047940436565768,0.8150878054059755,0.010293761749398667,0.9239858211894446,0.934226073257188,0.010240252067743372,0.832807570977918,0.8785942492012779,0.04578667822335991,0.6534653465346535,0.6806930693069307,0.027227722772277252,0.7323162274618585,0.7670850767085077,0.034768849246649136,0.6956497920131537,0.7375632552971656,0.04191346328401191
ZNF202,GSM2466493,10326,MTL,4,0.9931660620482372,0.9933748595380016,0.00020879748976443402,0.9961828520767451,0.9967967782834088,0.0006139262066637841,0.980742394641362,0.97906782026235,-0.0016745743790120837,0.9849942285494421,0.9891092959937768,0.0041150674443347635,0.9884169884169884,0.9818532818532818,-0.006563706563706639,0.986702640200424,0.9854679325712072,-0.0012347076292167358,0.9518204646953567,0.9481453331945808,-0.003675131500775919
ZNF205,GSM2466494,104,MTL,16,0.8700513613017591,0.8953229398663698,0.02527157856461071,0.7037211685652697,0.7262603082287322,0.02253913966346255,0.9236947791164659,0.9417670682730924,0.01807228915662651,0.6078431372549019,0.8333333333333334,0.22549019607843146,0.6326530612244898,0.5102040816326531,-0.12244897959183676,0.62,0.6329113924050633,0.012911392405063338,0.5777509293394769,0.6247375005107976,0.04698657117132066
ZNF20,GSM5213968,10308,MTL,15,0.9653711074258338,0.972368343467846,0.006997236042012189,0.9389377718530615,0.9516716643802048,0.012733892527143298,0.9085048866708255,0.9191100020794344,0.010605115408608867,0.9151000606428138,0.9006772009029346,-0.014422859739879224,0.8341625207296849,0.8822553897180763,0.04809286898839138,0.8727588201272412,0.891371125383971,0.018612305256729855,0.8036636355981255,0.8270581535333718,0.023394517935246273
ZNF211,GSM2466495,10303,MTL,21,0.8988079979492437,0.9277589079723148,0.02895091002307104,0.7750516562757328,0.8499627555292707,0.0749110992535379,0.9413173652694611,0.9592814371257484,0.017964071856287345,0.67,0.9298245614035088,0.25982456140350874,0.8072289156626506,0.6385542168674698,-0.16867469879518082,0.73224043715847,0.7571428571428571,0.024902419984387136,0.703437789246308,0.7512520979195516,0.047814308673243655
ZNF212,GSM5213832,118,MTL,6,0.9230026490066225,0.9306437086092716,0.007641059602649047,0.7992831080178744,0.8258625127928362,0.02657940477496179,0.9049267643142477,0.9022636484687084,-0.0026631158455392434,0.8024316109422492,0.7532637075718016,-0.04916790337044763,0.6993377483443709,0.7642384105960265,0.06490066225165558,0.7473460721868365,0.7587113740959894,0.01136530190915297,0.6916037125965242,0.6974650621674234,0.0058613495708992325
ZNF213,GSM3402721,100,MTL,5,0.9452792644435296,0.9573212570330726,0.012041992589542971,0.844847627218398,0.8864073995933371,0.04155977237493913,0.9498714652956298,0.9537275064267352,0.003856041131105381,0.9787234042553191,0.98,0.001276595744680864,0.5476190476190477,0.5833333333333334,0.0357142857142857,0.7022900763358778,0.7313432835820896,0.029053207246211743,0.711452751569342,0.7363959303463697,0.024943178777027786
ZNF214,GSM2466498,10307,MTL,16,0.851037851037851,0.963036963036963,0.11199911199911194,0.6523261379373855,0.8698445656601308,0.21751842772274532,0.9037037037037037,0.9555555555555556,0.05185185185185193,0.696969696969697,0.9655172413793104,0.26854754440961337,0.5897435897435898,0.717948717948718,0.1282051282051282,0.6388888888888888,0.8235294117647058,0.184640522875817,0.586489713478603,0.8102100240921373,0.22372031061353426
ZNF221,GSM6372563,10307,MTL,16,0.9610914444444445,0.9729246666666668,0.011833222222222273,0.9599873710784526,0.9734901761464672,0.0135028050680146,0.8938333333333334,0.9091666666666668,0.015333333333333421,0.9067125645438898,0.8849169018501097,-0.021795662693780082,0.878,0.9406666666666668,0.06266666666666676,0.892125317527519,0.9119405396671514,0.019815222139632382,0.7880618912481535,0.8199621660680505,0.03190027481989699
ZNF222,GSM2466499,10307,MTL,16,0.9262947739283616,0.9393071051086318,0.013012331180270231,0.8021376433180887,0.8165576789079881,0.01442003558989946,0.9003397508493771,0.9110985277463194,0.010758776896942268,0.7728937728937729,0.8206106870229007,0.04771691412912782,0.6492307692307693,0.6615384615384615,0.012307692307692242,0.705685618729097,0.7325383304940375,0.02685271176494053,0.6498034667197483,0.6856398445814483,0.03583637786170002
ZNF223,GSM2466500,10307,MTL,16,0.8801126584259114,0.9446096072602096,0.06449694883429824,0.7728138278488216,0.9024525585407858,0.1296387306919642,0.9548133595284872,0.975442043222004,0.02062868369351678,0.8831168831168831,0.9761904761904762,0.09307359307359309,0.6476190476190476,0.780952380952381,0.1333333333333333,0.7472527472527473,0.8677248677248677,0.12047212047212041,0.7335810743549945,0.8608383326936337,0.1272572583386392
ZNF224,GSM5214928,10307,MTL,16,0.9649957222222223,0.9737212777777776,0.00872555555555532,0.9593372494787281,0.9715085069655433,0.012171257486815135,0.896,0.9076666666666666,0.011666666666666603,0.8705552089831566,0.8875158428390367,0.016960633855880092,0.9303333333333333,0.9336666666666666,0.0033333333333332993,0.8994521430873348,0.910006497725796,0.010554354638461216,0.793873813037356,0.816437904575926,0.022564091538569975
ZNF225,GSM5330617,10307,MTL,16,0.9794034444444445,0.9802571111111112,0.0008536666666667525,0.9713999161970142,0.972858882866198,0.001458966669183881,0.9263333333333333,0.9308333333333332,0.0044999999999998375,0.9389155799588195,0.8963508126341613,-0.04256476732465819,0.912,0.9743333333333334,0.06233333333333335,0.9252620899560365,0.933716658680722,0.008454568724685418,0.8530172340070661,0.8649462734621889,0.011929039455122803
ZNF227,GSM5331230,10307,MTL,16,0.9427377777777779,0.9528338888888888,0.010096111111110861,0.8431902871740936,0.8603601777677546,0.01716989059366103,0.9319444444444445,0.9380555555555556,0.006111111111111178,0.8186714542190305,0.8604206500956023,0.041749195876571776,0.76,0.75,-0.010000000000000009,0.7882454624027658,0.8014247551202137,0.013179292717447888,0.7485031878218036,0.7674654516459893,0.018962263824185754
ZNF22,GSM2026767,104,MTL,16,0.9619457222222223,0.9634912222222224,0.0015455000000000885,0.971763927343742,0.9729213679342767,0.0011574405905347973,0.9326666666666666,0.9351666666666668,0.0025000000000001688,0.9662356321839081,0.9582309582309584,-0.008004673952949681,0.8966666666666666,0.91,0.01333333333333342,0.9301521438450899,0.9334929047700462,0.0033407609249562764,0.8675850357441367,0.8714379031257167,0.003852867381579972
ZNF230,GSM5214470,10307,MTL,16,0.9678843333333335,0.978696,0.010811666666666553,0.9654894651076359,0.977859468655516,0.012370003547880093,0.9013333333333333,0.9193333333333332,0.017999999999999905,0.9059339177343223,0.9039820166987798,-0.001951901035542547,0.8956666666666667,0.9383333333333334,0.04266666666666663,0.9007710358699296,0.9208374223094538,0.020066386439524186,0.8027182206701258,0.8392728405653865,0.036554619895260765
ZNF232,GSM5214562,10301,MTL,23,0.964635888888889,0.9799386666666668,0.015302777777777887,0.9593580878432033,0.9777305132927148,0.018372425449511454,0.8965,0.9308333333333332,0.034333333333333216,0.8592570220477197,0.9306897700766412,0.07143274802892152,0.9483333333333334,0.931,-0.01733333333333331,0.9016003802883854,0.9308448591901348,0.029244478901749416,0.7972957526894393,0.8616667145370409,0.0643709618476016
ZNF234,GSM5214412,10307,MTL,16,0.9737803333333331,0.9816112222222224,0.007830888888889276,0.9733770812960774,0.9788935465548192,0.005516465258741832,0.9028333333333334,0.935,0.03216666666666668,0.9548362815205118,0.9169329073482428,-0.03790337417226897,0.8456666666666667,0.9566666666666668,0.1110000000000001,0.8969418419657063,0.936378466557912,0.03943662459220576,0.810984744811963,0.8708179855100289,0.05983324069806584
ZNF235,GSM2466503,10307,MTL,16,0.8651222072274705,0.9725596041385516,0.10743739691108112,0.7501576414371449,0.921493637308264,0.17133599587111903,0.9434447300771208,0.9717223650385604,0.028277634961439535,0.7105263157894737,0.9090909090909092,0.1985645933014355,0.7105263157894737,0.7894736842105263,0.07894736842105265,0.7105263157894737,0.8450704225352113,0.13454410674573758,0.6791872844504423,0.8320964051433191,0.15290912069287677
ZNF239,GSM5215600,10307,MTL,16,0.9065305555555556,0.9139430555555554,0.007412499999999822,0.907297572960855,0.9137166159899988,0.006419043029143756,0.8053333333333333,0.8368333333333333,0.03149999999999997,0.9024604569420035,0.8267054639508568,-0.07575499299114674,0.6846666666666666,0.8523333333333334,0.16766666666666674,0.778620166793025,0.8393238142130314,0.060703647420006335,0.6292663439611133,0.6739905969914879,0.04472425303037464
ZNF23,GSM5215019,10332,MTL,2,0.8857054083645219,0.8820766308270475,-0.0036287775374744813,0.658392682681924,0.6732276768492277,0.014834994167303717,0.8812162546177892,0.9002557544757033,0.01903949985791409,0.5871080139372822,0.7250673854447439,0.13795937150746174,0.6505791505791506,0.5193050193050193,-0.13127413127413134,0.6172161172161172,0.6051743532058492,-0.012041764010268019,0.5481452586073424,0.5599103332860671,0.011765074678724674
ZNF248,GSM2466504,10304,MTL,20,0.9892814191220686,0.992080577269994,0.002799158147925418,0.9883320275360236,0.989142060622329,0.0008100330863054506,0.9710486811065837,0.964186146257774,-0.00686253484880972,0.9763092269326683,0.9600246002460024,-0.01628462668666586,0.94167167769092,0.9386650631389056,-0.0030066145520143417,0.9586776859504132,0.9492246883551232,-0.009452997595290058,0.9367698145858557,0.9217065242148044,-0.015063290371051363
ZNF24,GSM2827518,10301,MTL,23,0.9118335,0.9191117777777776,0.007278277777777675,0.9217056536132716,0.9301693752866068,0.0084637216733352,0.8281666666666667,0.84,0.011833333333333251,0.8634182355112587,0.8911042944785276,0.027686058967268834,0.7796666666666666,0.7746666666666666,-0.0050000000000000044,0.8194079523559292,0.8288159771754636,0.0094080248195344,0.6594430150338836,0.6858804941976921,0.026437479163808564
ZNF250,GSM2026762,10305,MTL,20,0.9700241064877895,0.9721072214652552,0.0020831149774657165,0.9266829566692275,0.9334546514328764,0.006771694763648917,0.983670803396473,0.9823644676681909,-0.001306335728282093,0.9735099337748344,0.9433962264150944,-0.03011370735974006,0.875,0.8928571428571429,0.017857142857142905,0.9216300940438872,0.9174311926605504,-0.004198901383336784,0.9141628251002616,0.9079986218684588,-0.006164203231802778
ZNF251,GSM3402706,10325,MTL,4,0.9719039444444444,0.9781713888888888,0.006267444444444381,0.9761569751582083,0.9808539198844722,0.004696944726263919,0.9185,0.9231666666666668,0.004666666666666819,0.9508078994614003,0.9331286250426476,-0.017679274418752722,0.8826666666666667,0.9116666666666666,0.028999999999999915,0.9154710458081244,0.9222728039116508,0.006801758103526345,0.8391577780074526,0.846557277353708,0.007399499346255389
ZNF253,GSM5214373,10316,MTL,7,0.9081833989850598,0.8999266593325999,-0.008256739652459988,0.6953715838479115,0.6752706548749151,-0.020100928972996424,0.9338162660520251,0.9318406322028318,-0.0019756338491933034,0.7206477732793523,0.6832740213523132,-0.03737375192703907,0.5741935483870968,0.6193548387096774,0.04516129032258065,0.6391382405745063,0.649746192893401,0.010607952318894665,0.6079375400271473,0.6129996695989692,0.0050621295718219494
ZNF254,GSM2466505,10306,MTL,20,0.9629929548951333,0.973391907576862,0.010398952681728746,0.9176467578545121,0.9362427905143718,0.01859603265985965,0.968944099378882,0.9732919254658384,0.004347826086956386,0.9090909090909091,0.9774011299435028,0.06831022085259375,0.8490566037735849,0.8160377358490566,-0.03301886792452835,0.8780487804878049,0.8894601542416453,0.011411373753840381,0.8609380508982394,0.8790156558251677,0.018077604926928337
ZNF256,GSM5215271,10303,MTL,21,0.9607321111111109,0.97404,0.013307888888889119,0.9537903426900425,0.9714155110080072,0.01762516831796468,0.8921666666666667,0.918,0.025833333333333375,0.899490662139219,0.9259510869565216,0.026460424817302597,0.883,0.9086666666666666,0.025666666666666615,0.8911690496215307,0.9172274562584118,0.026058406636881193,0.7844651781442179,0.8361456878519755,0.051680509707757616
ZNF257,GSM2466506,10306,MTL,20,0.9811113333333333,0.9813167777777776,0.00020544444444425825,0.980014574916708,0.9805500977067004,0.0005355227899924708,0.9303333333333333,0.9391666666666668,0.00883333333333347,0.9101016518424396,0.9476724430852872,0.03757079124284757,0.955,0.9296666666666666,-0.02533333333333332,0.9320104098893949,0.938583207134444,0.006572797245049111,0.8617159179927019,0.8784919154373966,0.016775997444694712
ZNF25,GSM5215289,10314,MTL,7,0.9539402222222223,0.9622407777777776,0.008300555555555311,0.9464074054820082,0.9566745183069332,0.010267112824924984,0.8871666666666667,0.8975,0.010333333333333306,0.8695513840279987,0.8986960882647944,0.029144704236795715,0.911,0.896,-0.015000000000000013,0.889793260621846,0.8973460190285428,0.00755275840669678,0.7752145209202425,0.7950035775241484,0.019789056603905952
ZNF260,GSM2026812,10314,MTL,7,0.982931700517722,0.9882982875348468,0.00536658701712478,0.9570810015603494,0.9714511058200548,0.014370104259705418,0.9525671097211363,0.9648162627052383,0.012249152984102007,0.9182630906768838,0.9409547738693468,0.022691683192462953,0.8590203106332138,0.8948626045400239,0.03584229390681004,0.8876543209876543,0.917330067360686,0.02967574637303172,0.8584000275781211,0.895456071101506,0.037056043523384985
ZNF263,GSM5214687,10326,MTL,4,0.9750384444444444,0.9757307777777776,0.0006923333333331838,0.9730826231442098,0.9738796822800498,0.0007970591358400503,0.917,0.9235,0.00649999999999995,0.8941398865784499,0.9166939980321416,0.022554111453691683,0.946,0.9316666666666666,-0.014333333333333309,0.9193391642371235,0.9241196892048272,0.004780524967703759,0.8354063371850702,0.8471130029994085,0.011706665814338324
ZNF264,GSM5214155,10322,MTL,5,0.9609721111111109,0.972000888888889,0.01102877777777811,0.9568836378259472,0.9697596915286776,0.012876053702730372,0.8936666666666667,0.9155,0.02183333333333326,0.9269703543022415,0.902746365105008,-0.024223989197233453,0.8546666666666667,0.9313333333333332,0.07666666666666655,0.8893513701005896,0.91681706316653,0.027465693065940378,0.7897393857336937,0.8314169677874087,0.04167758205371497
ZNF266,GSM2827472,10312,MTL,8,0.9687752791718137,0.9760551196739132,0.0072798405020995105,0.9104220966411355,0.9302398749409868,0.01981777829985132,0.9524339360222531,0.9588317107093184,0.006397774687065261,0.9188118811881189,0.906934306569343,-0.01187757461877581,0.7811447811447811,0.8367003367003367,0.05555555555555558,0.8444040036396724,0.8704028021015762,0.025998798461903783,0.8202946297407432,0.8469501097558935,0.02665548001515028
ZNF267,GSM2466511,10338,MTL,2,0.974493257958177,0.970888409006506,-0.0036048489516710136,0.9179010255483097,0.9184361217065244,0.0005350961582147873,0.967278797996661,0.9692821368948248,0.0020033388981637312,0.8357771260997068,0.9094076655052264,0.07363053940551967,0.8715596330275229,0.7981651376146789,-0.07339449541284404,0.8532934131736527,0.8501628664495114,-0.003130546724141259,0.8351207340567484,0.835332057765979,0.00021132370923060417
ZNF26,GSM2825194,10304,MTL,20,0.9238166884145356,0.9274582890974328,0.003641600682897206,0.8336063001046758,0.8487899037457457,0.015183603641069854,0.9317415730337079,0.9390449438202249,0.007303370786516994,0.93646408839779,0.9033018867924528,-0.03316220160533723,0.6064400715563506,0.6851520572450805,0.07871198568872995,0.7361563517915309,0.7792472024415056,0.043090850649974644,0.720791642007838,0.7542363514023542,0.03344470939451627
ZNF273,GSM2466513,10306,MTL,20,0.9744089973812196,0.9760340441451552,0.0016250467639356003,0.9610414629676117,0.9611486848289678,0.00010722186135603273,0.918025930572982,0.9196988707653702,0.0016729401923881726,0.872454448017149,0.8913773796192609,0.018922931602111892,0.9135802469135802,0.8933782267115601,-0.02020202020202011,0.8925438596491229,0.8923766816143498,-0.00016717803477306337,0.8269124034565815,0.8283354392182227,0.001423035761641267
ZNF280A,GSM2026795,212,MTL,4,0.9101207228915663,0.9087505220883536,-0.0013702008032127067,0.8943583440140606,0.8963485507240286,0.0019902067099680787,0.8449261083743842,0.8441379310344828,-0.0007881773399014413,0.8216783216783217,0.8741258741258742,0.0524475524475525,0.7927710843373494,0.7228915662650602,-0.0698795180722892,0.8069659063036546,0.7913479293062516,-0.015617976997402971,0.677748757357819,0.676417256375312,-0.0013315009825070057
