TF_Name,GSM_ID,Cluster_ID,Cluster_Type,TF_Count_in_Cluster,Single_ROC_AUC,MTL_ROC_AUC,Delta_ROC_AUC,Single_PR_AUC,MTL_PR_AUC,Delta_PR_AUC,Single_Accuracy,MTL_Accuracy,Delta_Accuracy,Single_Precision,MTL_Precision,Delta_Precision,Single_Recall,MTL_Recall,Delta_Recall,Single_F1,MTL_F1,Delta_F1,Single_MCC,MTL_MCC,Delta_MCC
NFKB1,GSM486323,242,MTL,2,0.9711591111111112,0.9731153333333334,0.001956222222222248,0.9720832312798096,0.9740476011325148,0.0019643698527052056,0.8521666666666666,0.9126666666666666,0.0605,0.980009086778737,0.921949556918882,-0.058059529859854964,0.719,0.9016666666666666,0.18266666666666664,0.8294558738704095,0.9116953151331312,0.08223944126272165,0.7307264521432015,0.8255331365314869,0.09480668438828532
NFKB2,GSM5215027,242,MTL,2,0.9858518077075884,0.9853311481922924,-0.000520659515296007,0.9852036355986593,0.9851050507228956,-9.858487576375197e-05,0.945078847199565,0.9452601051295996,0.0001812579300345396,0.929595412551768,0.9472811671087532,0.017685754556985178,0.9726666666666667,0.9523333333333334,-0.020333333333333314,0.9506434272682848,0.9498005319148936,-0.0008428953533912154,0.8899734370962045,0.8896333406912078,-0.0003400964049966593
NR1I2,GSM2752692,186,MTL,2,0.9683727058531746,0.9667887524801588,-0.0015839533730157562,0.9514724951335716,0.949955290132006,-0.0015172050015656025,0.9291490857946554,0.929676511954993,0.0005274261603376296,0.9032827391457818,0.9042402826855124,0.0009575435397305432,0.9520089285714286,0.9520089285714286,0.0,0.9270059771780474,0.9275099673794852,0.0005039902014377651,0.859386257485755,0.8603887485270081,0.0010024910412530508
NR2C1,GSM2828801,188,MTL,2,0.9296265845708076,0.9309129542436316,0.0012863696728240281,0.9251045468291648,0.925589735973954,0.00048518914478923314,0.8533240756813053,0.8239888908175664,-0.029335184863738872,0.8667687595712098,0.9305076392311484,0.06373887965993863,0.8199927562477364,0.6838102136906917,-0.13618254255704465,0.8427321794155965,0.7883089770354906,-0.054423202380105895,0.7064624848578255,0.6660272678249503,-0.040435217032875226
NRL,GSM5214854,282,MTL,6,0.9806918333333333,0.9823705555555554,0.0016787222222220954,0.9779612820445402,0.979140220485836,0.001178938441295796,0.9316666666666666,0.9345,0.0028333333333333544,0.9147982062780269,0.9352253756260434,0.020427169348016472,0.952,0.9336666666666666,-0.018333333333333313,0.9330284220842862,0.9344453711426188,0.0014169490583326727,0.8640481007462025,0.8690012069469588,0.004953106200756285
Ncor1,GSM5214003,323,MTL,2,0.9075516111111112,0.9042056111111112,-0.00334599999999996,0.9126014578788022,0.9069413249284404,-0.005660132950361829,0.8248333333333333,0.832,0.0071666666666666545,0.8956557044254974,0.8401639344262295,-0.05549176999926786,0.7353333333333333,0.82,0.08466666666666667,0.8076148636280432,0.8299595141700404,0.02234465054199719,0.6603316341633081,0.6641913146518978,0.003859680488589756
Ncor2,GSM898062,323,MTL,2,0.9407451111111111,0.9415634444444444,0.0008183333333332543,0.9423225048975745,0.9428925442985592,0.0005700394009846566,0.8521666666666666,0.8665,0.01433333333333342,0.9214200239329876,0.8516149664214903,-0.06980505751149735,0.77,0.8876666666666667,0.1176666666666667,0.8389322680225167,0.8692671780643055,0.030334910041788787,0.7140408153886466,0.7336576928483545,0.01961687745970786
Neurog1,GSM1002662,261,MTL,2,0.9612366666666667,0.9649892777777778,0.003752611111111026,0.956842209683532,0.9597960573071286,0.0029538476235966282,0.895,0.8995,0.0044999999999999485,0.9111727966689799,0.8751173708920188,-0.03605542577696108,0.8753333333333333,0.932,0.056666666666666754,0.8928935736144169,0.9026634382566586,0.009769864642241721,0.7906118188943432,0.800693254894552,0.010081436000208832
Neurog2,GSM1970158,261,MTL,2,0.9781922222222222,0.9785266666666668,0.00033444444444452603,0.9773782756368955,0.9773698457545804,-8.429882315086346e-06,0.9266666666666666,0.9255,-0.0011666666666666492,0.9185742315238719,0.899030947170991,-0.019543284352880885,0.9363333333333334,0.9586666666666668,0.022333333333333427,0.9273687685704853,0.927891595418616,0.0005228268481306531,0.8534928565729266,0.8528784485927233,-0.0006144079802032909
Nfatc1,GSM3717668,330,MTL,4,0.963411065044205,0.9685534849082048,0.00514241986399977,0.8866573242522018,0.8996403451911791,0.012983020938977297,0.9302911534154535,0.9319708846584548,0.0016797312430012479,0.8408360128617364,0.8097982708933718,-0.03103774196836462,0.7771173848439822,0.8350668647845468,0.05794947994056465,0.8077220077220078,0.8222384784198976,0.01451647069788986,0.7661174600331082,0.7803282035833746,0.014210743550266414
Nfatc2,GSM2810040,330,MTL,4,0.8995708414849297,0.9057292448027404,0.006158403317810701,0.8536506816384848,0.8654017057731449,0.011751024134660115,0.8454075032341527,0.8436826218197498,-0.0017248814144028568,0.8050397877984085,0.781134401972873,-0.023905385825535475,0.7416004886988393,0.7739767868051314,0.032376298106292056,0.7720190779014309,0.7775391224301933,0.0055200445287624245,0.6566332922042162,0.6570676585352464,0.0004343663310302226
Nfia,GSM2527615,428,MTL,4,0.9490203333333334,0.9555124444444444,0.006492111111111032,0.9472636599587749,0.9548582131270216,0.007594553168246643,0.8633333333333333,0.8933333333333333,0.030000000000000027,0.9298107255520505,0.891506303915063,-0.03830442163698744,0.786,0.8956666666666667,0.10966666666666669,0.851878612716763,0.8935816428333888,0.041703030116625794,0.7355173595523952,0.7866752327325053,0.051157873180110114
Nfib,GSM2828368,428,MTL,4,0.9675365555555555,0.9737651111111112,0.0062285555555556815,0.9715002649291724,0.976602446130772,0.005102181201599554,0.9028333333333334,0.917,0.01416666666666666,0.9480904708935854,0.9439318665720368,-0.004158604321548687,0.8523333333333334,0.8866666666666667,0.03433333333333333,0.8976654379497981,0.9144035751117222,0.01673813716192407,0.8098076784161007,0.8355389947772398,0.025731316361139123
Nfix,GSM5214038,428,MTL,4,0.9436146997206704,0.932498254189944,-0.011116445530726327,0.8104991194284517,0.8025091459041549,-0.007989973524296756,0.9541457286432161,0.9522613065326632,-0.0018844221105529524,0.8717948717948718,0.7658227848101266,-0.10597208698474525,0.6375,0.75625,0.11875000000000002,0.7364620938628159,0.7610062893081762,0.02454419544536024,0.7224828007982271,0.7345075892359888,0.012024788437761669
Nr1h2,GSM2042845,184,MTL,3,0.9429971111111111,0.960960888888889,0.017963777777777912,0.9414913917665151,0.9618415583207408,0.020350166554225724,0.8671666666666666,0.8883333333333333,0.021166666666666667,0.8400740969435011,0.8710191082802548,0.030945011336753647,0.907,0.9116666666666666,0.004666666666666597,0.8722551690976118,0.8908794788273615,0.01862430972974971,0.7366748101123468,0.7775137541980388,0.040838944085692
Nr1h3,GSM2042852,184,MTL,3,0.9258986666666666,0.9456118888888888,0.01971322222222216,0.9248413962996164,0.9434782052702232,0.018636808970606822,0.8486666666666667,0.8763333333333333,0.027666666666666617,0.8730385164051355,0.8665584415584415,-0.006480074846693995,0.816,0.8896666666666667,0.07366666666666677,0.8435561681598898,0.8779605263157895,0.034404358155899706,0.6988263790705247,0.7529344242940149,0.05410804522349022
Nr1h4,GSM1377535,184,MTL,3,0.9574871364596708,0.9603398602953812,0.0028527238357104467,0.878828459540929,0.9003528096600915,0.021524350119162428,0.9256399837464445,0.9288906948394962,0.003250711093051639,0.8678815489749431,0.8559139784946237,-0.011967570480319378,0.7529644268774703,0.7865612648221344,0.03359683794466406,0.8063492063492064,0.819773429454171,0.013424223104964605,0.7635586684038597,0.7766534549603461,0.013094786556486437
Nr1i3,GSM4059675,186,MTL,2,0.95423855963991,0.95313672168042,-0.0011018379594900374,0.8665220248130219,0.8807002336969029,0.014178208883880994,0.9617563739376771,0.9645892351274789,0.0028328611898017497,0.8390804597701149,0.8860759493670886,0.04699548959697364,0.8488372093023255,0.813953488372093,-0.03488372093023251,0.8439306358381503,0.8484848484848485,0.004554212646698197,0.8221575366410945,0.829434688053683,0.007277151412588556
Nr2c2,GSM5215235,188,MTL,2,0.9675479999999999,0.9674977777777778,-5.022222222206274e-05,0.9668572534835771,0.9666880482045218,-0.00016920527905528449,0.9048333333333334,0.8896666666666667,-0.015166666666666662,0.8822788794460182,0.9461832061068702,0.063904326660852,0.9343333333333333,0.8263333333333334,-0.10799999999999998,0.9075603043548648,0.8822064056939501,-0.025353898660914642,0.8110795813388968,0.7856615709513488,-0.025418010387547985
Nr2f1,GSM1817190,192,MTL,3,0.9571915000000001,0.9581683333333332,0.0009768333333330936,0.956656904710087,0.9579907687332976,0.0013338640232105625,0.8765,0.8921666666666667,0.015666666666666718,0.8272964358157056,0.8762392069075792,0.048942771091873616,0.9516666666666667,0.9133333333333332,-0.03833333333333344,0.8851340877383351,0.8944018279745389,0.009267740236203803,0.7616559402308112,0.7850370856171797,0.023381145386368485
Nr2f2,GSM3863299,192,MTL,3,0.9736225555555555,0.9727388888888888,-0.000883666666666727,0.9684695510407668,0.9689686320195164,0.000499080978749622,0.9236666666666666,0.9198333333333332,-0.0038333333333334663,0.9326072157930565,0.8999682438869482,-0.032638971906108316,0.9133333333333333,0.9446666666666668,0.031333333333333435,0.9228696530818458,0.9217758985200846,-0.0010937545617611955,0.8475143440599078,0.840704222162917,-0.006810121896990817
Nr2f6,GSM2534449,192,MTL,3,0.9624452222222222,0.9634396666666668,0.000994444444444631,0.9600450004329085,0.961875789372462,0.0018307889395534627,0.8863333333333333,0.8963333333333333,0.010000000000000009,0.9286242603550295,0.9228307254623044,-0.005793534892725161,0.837,0.865,0.028000000000000025,0.8804347826086957,0.8929800412938748,0.012545258685179084,0.7764553495807547,0.794227711007268,0.017772361426513283
Nr3c1,GSM2519947,405,MTL,4,0.9104144444444444,0.9172751666666666,0.006860722222222226,0.9159098695201574,0.9238276617805644,0.007917792260407008,0.8233333333333334,0.8235,0.0001666666666666483,0.7973635806253832,0.7820401046207498,-0.015323476004633352,0.867,0.897,0.030000000000000027,0.8307250079846694,0.8355845365626455,0.004859528577976113,0.6491469631007145,0.6541058844443853,0.004958921343670819
Nr3c2,GSM1708662,405,MTL,4,0.9411932629174994,0.9555381101912648,0.014344847273765393,0.880264713243716,0.9155365474889212,0.03527183424520519,0.9339449541284404,0.946788990825688,0.012844036697247652,0.8518518518518519,0.8809523809523809,0.02910052910052907,0.7419354838709677,0.7956989247311828,0.053763440860215006,0.7931034482758621,0.8361581920903954,0.043054743814533336,0.7565717506609995,0.8059777065242552,0.04940595586325569
Nr5a1,GSM5214653,194,MTL,2,0.9542126111111112,0.959127888888889,0.004915277777777782,0.9524420417664536,0.9565963559381956,0.004154314171741946,0.8878333333333334,0.8965,0.0086666666666666,0.8676145339652449,0.8908971409792967,0.023282607014051826,0.9153333333333333,0.9036666666666666,-0.011666666666666714,0.8908353609083536,0.8972364719510177,0.006401111042664165,0.7768425309155269,0.793081471275803,0.016238940360276066
Nr5a2,GSM5215230,194,MTL,2,0.9345325555555557,0.9366113333333332,0.0020787777777775407,0.9357405361794312,0.9380227267435932,0.002282190564162012,0.8586666666666667,0.8631666666666666,0.0044999999999999485,0.8572377158034529,0.8649916247906198,0.00775390898716688,0.8606666666666667,0.8606666666666667,0.0,0.8589487691284099,0.8628237259816207,0.0038749568532108203,0.7173390720688649,0.7263424126702379,0.009003340601372978
ONECUT2,GSM2835772,413,MTL,2,0.9761357222222221,0.9782143333333334,0.002078611111111295,0.9723381404744406,0.9764954826652984,0.004157342190857838,0.9251666666666667,0.9293333333333332,0.004166666666666541,0.9415022499134649,0.9184535412605588,-0.02304870865290609,0.9066666666666666,0.9423333333333334,0.035666666666666735,0.9237561555442351,0.9302402105955908,0.0064840550513557416,0.850915984805695,0.8589570432292135,0.008041058423518543
OVOL1,GSM5214530,31,MTL,3,0.9306772222222222,0.9329496666666666,0.0022724444444444103,0.9317706785471819,0.9330565974696032,0.0012859189224213585,0.8573333333333333,0.8588333333333333,0.0015000000000000568,0.8782639378969654,0.8528351360209767,-0.025428801875988727,0.8296666666666667,0.8673333333333333,0.037666666666666626,0.8532739115529654,0.8600231366716246,0.006749225118659163,0.7157632607148776,0.7177703919830037,0.0020071312681261277
OVOL2,GSM5667617,31,MTL,3,0.936318540433925,0.9351249178172256,-0.001193622616699419,0.81735388160185,0.8353268959413216,0.017973014339471627,0.9372683205018535,0.9443969204448246,0.007128599942971103,0.8376470588235294,0.8223140495867769,-0.015333009236752515,0.7021696252465484,0.7850098619329389,0.08284023668639051,0.7639484978540773,0.8032290615539859,0.03928056369990862,0.7318668553708324,0.7711551380857948,0.03928828271496243
OVOL3,GSM2423939,31,MTL,3,0.900961172629188,0.9089663543441228,0.008005181714934806,0.8851575261056859,0.8937129774323135,0.008555451326627606,0.8257292445774121,0.8333956619296934,0.007666417352281241,0.8361823361823362,0.8444444444444444,0.00826210826210827,0.75,0.7606473594548552,0.010647359454855176,0.7907498877413561,0.8003585032489356,0.009608615507579521,0.6449821717377134,0.660723484770076,0.01574131303236259
Onecut1,GSM5215449,413,MTL,2,0.9617292222222222,0.9627606666666668,0.0010314444444445847,0.9647459692668046,0.966758315312494,0.0020123460456894504,0.9046666666666666,0.8985,-0.006166666666666654,0.9357501794687725,0.8815831471433131,-0.054167032325459386,0.869,0.9206666666666666,0.05166666666666664,0.9011406844106464,0.9007011250611446,-0.00043955934950179465,0.8114003489593393,0.7977843860510812,-0.013615962908258172
PATZ1,GSM5215711,29,MTL,3,0.9695304444444444,0.9709647777777778,0.0014343333333334263,0.9623597820552233,0.965614816513732,0.003255034458508721,0.9086666666666666,0.9148333333333334,0.006166666666666765,0.9256944444444445,0.9240204429301532,-0.0016740015142913123,0.8886666666666667,0.904,0.01533333333333331,0.9068027210884354,0.9139005897219882,0.007097868633552773,0.8179879856876534,0.8298614764623364,0.011873490774683026
PAX3,GSM3565106,353,MTL,4,0.9374546666666668,0.9478253333333332,0.010370666666666417,0.9375214304663508,0.9480370574580717,0.010515626991720817,0.8643333333333333,0.8793333333333333,0.015000000000000013,0.8503205128205128,0.8605830164765526,0.010262503656039756,0.8843333333333333,0.9053333333333332,0.020999999999999908,0.8669934640522876,0.8823911630929174,0.01539769904062982,0.729250300454001,0.7596944688531512,0.030444168399150207
PAX8,GSM2107942,353,MTL,4,0.7740007437169523,0.7714702921356467,-0.002530451581305604,0.5167183700224881,0.5095289748007642,-0.007189395221723904,0.8866943866943867,0.8866943866943867,0.0,0.7727272727272727,0.9,0.12727272727272732,0.2556390977443609,0.2030075187969924,-0.0526315789473685,0.384180790960452,0.3312883435582822,-0.05289244740216981,0.402430199204346,0.3959451668639991,-0.0064850323403468635
PBX1,GSM1438989,351,MTL,3,0.9600489444444444,0.9633905,0.0033415555555555976,0.95708289773859,0.9604664289507808,0.0033835312121908157,0.8953333333333333,0.876,-0.019333333333333313,0.8669554455445545,0.8181049069373942,-0.048850538607160265,0.934,0.967,0.03299999999999992,0.8992297817715019,0.8863428047662695,-0.012886977005232447,0.7930415933663376,0.7647728301292889,-0.028268763237048744
PBX3,GSM1831600,351,MTL,3,0.877581111111111,0.8740296666666668,-0.0035514444444442184,0.8697825217348822,0.8656787571166139,-0.004103764618268335,0.7928333333333333,0.7638333333333334,-0.028999999999999915,0.8219127885672407,0.7001264222503161,-0.12178636631692463,0.7476666666666667,0.923,0.17533333333333334,0.7830336882527492,0.7962616822429907,0.013227993990241438,0.5880709436259969,0.5566228296576492,-0.03144811396834768
PGR,GSM3110066,405,MTL,4,0.9122479444444443,0.9186552777777776,0.006407333333333209,0.9131134495905442,0.9190224390993642,0.005908989508820017,0.819,0.8398333333333333,0.02083333333333337,0.7742120343839541,0.8368021143045921,0.06259007992063792,0.9006666666666666,0.8443333333333334,-0.056333333333333235,0.8326656394453005,0.8405508544881367,0.007885215042836236,0.6466843622596313,0.6796941948390145,0.03300983257938317
PHOX2B,GSM2915910,391,MTL,3,0.9752721111111111,0.9774826666666666,0.0022105555555554934,0.9776662842177632,0.979729902466846,0.0020636182490827437,0.9245,0.9298333333333332,0.00533333333333319,0.9420340159666782,0.9463482173762549,0.004314201409576612,0.9046666666666666,0.9113333333333332,0.006666666666666599,0.9229722836252338,0.9285107828154184,0.005538499190184676,0.8496687164113124,0.8602557133727508,0.010586996961438389
PIAS1,GSM2219874,277,MTL,2,0.9507494444444444,0.9528815555555556,0.0021321111111112234,0.9537722156574409,0.956159395917178,0.002387180259737165,0.8766666666666667,0.8878333333333334,0.011166666666666658,0.9197622585438335,0.8910924369747899,-0.02866982156904363,0.8253333333333334,0.8836666666666667,0.05833333333333335,0.8699929725931131,0.8873640167364016,0.017371044143288494,0.7573352316836803,0.7756936009398718,0.018358369256191498
PIAS4,GSM1035441,277,MTL,2,0.9419000558892152,0.9381031377802224,-0.0037969181089928528,0.8343726894471747,0.8102921019635795,-0.024080587483595206,0.9001068376068376,0.8872863247863247,-0.012820512820512886,0.8298611111111112,0.7862068965517242,-0.043654214559387006,0.6339522546419099,0.6047745358090185,-0.02917771883289133,0.718796992481203,0.6836581709145427,-0.03513882156666026,0.668219761953937,0.6243542455850876,-0.04386551636884939
PITX1,GSM5215184,354,MTL,2,0.9428282222222223,0.9443611111111112,0.001532888888888917,0.9376285394933694,0.9418003382653451,0.00417179877197571,0.8678333333333333,0.8725,0.004666666666666708,0.8881463243053113,0.8555520203627108,-0.03259430394260043,0.8416666666666667,0.8963333333333333,0.05466666666666664,0.864282046893719,0.8754680123718053,0.011185965478086257,0.7366761544719054,0.7458478063954981,0.009171651923592705
PITX3,GSM2449944,354,MTL,2,0.9217685555555555,0.9253757222222222,0.003607166666666717,0.9160797694380578,0.9212674417658038,0.0051876723277459735,0.845,0.854,0.009000000000000008,0.8621413575927221,0.86875,0.006608642407277876,0.8213333333333334,0.834,0.012666666666666604,0.8412427449641516,0.8510204081632653,0.009777663199113662,0.6907742545822915,0.7085670805875105,0.01779282600521903
POU2F2,GSM2095818,255,MTL,5,0.9656425555555556,0.9713832222222224,0.005740666666666838,0.9626593538040219,0.9700884510673206,0.007429097263298656,0.9011666666666667,0.9133333333333332,0.012166666666666548,0.9050824638168967,0.9033832140533506,-0.0016992497635460735,0.8963333333333333,0.9256666666666666,0.029333333333333322,0.9006866521520683,0.914389199868291,0.013702547716222702,0.8023708227570339,0.8269182718586965,0.02454744910166262
POU2F3,GSM3165679,255,MTL,5,0.9718816666666666,0.974333,0.002451333333333361,0.9755620738920989,0.9765079041909144,0.0009458302988154532,0.9278333333333333,0.9216666666666666,-0.006166666666666654,0.9406110538963268,0.9075386597938144,-0.03307239410251239,0.9133333333333333,0.939,0.025666666666666615,0.9267715203788263,0.9230013106159896,-0.003770209762836707,0.8560267016079612,0.8438405401712044,-0.012186161436756882
POU3F2,GSM1934423,255,MTL,5,0.9627439620691414,0.9651271545830802,0.0023831925139388144,0.9120940379268881,0.922805777399324,0.010711739472435866,0.9155745199634258,0.90795489180128,-0.007619628162145786,0.8592508513053349,0.8058350100603622,-0.05341584124497267,0.8318681318681319,0.8802197802197802,0.04835164835164829,0.8453378001116695,0.8413865546218487,-0.003951245489820732,0.7874949014081627,0.7782316179447433,-0.009263283463419425
PRRX2,GSM6347236,391,MTL,3,0.929555037957212,0.932347481021394,0.0027924430641820264,0.8994749254902091,0.9033220226138056,0.0038470971235964324,0.8499594484995945,0.85117599351176,0.0012165450121655041,0.7977022977022977,0.8527679623085983,0.05506566460630058,0.8266045548654244,0.7494824016563147,-0.07712215320910965,0.8118962887646162,0.7977961432506887,-0.014100145513927465,0.6874738552140557,0.6843791380915033,-0.0030947171225523817
Pax5,GSM803362,353,MTL,4,0.9545639444444445,0.9589293888888888,0.004365444444444311,0.9474984765800746,0.9558487236391427,0.008350247059068172,0.8901666666666667,0.8916666666666667,0.0015000000000000568,0.8779463997416855,0.8660436137071651,-0.01190278603452044,0.9063333333333333,0.9266666666666666,0.020333333333333314,0.8919140560931605,0.895330112721417,0.003416056628256503,0.7807415510119853,0.7852595818610196,0.004518030849034349
Pax7,GSM2629527,353,MTL,4,0.9758641111111112,0.9795718333333334,0.003707722222222265,0.9724184280151923,0.9790415765371676,0.0066231485219753194,0.9176666666666666,0.9323333333333332,0.014666666666666606,0.8864898210980876,0.9151728553137004,0.0286830342156128,0.958,0.953,-0.0050000000000000044,0.9208586991348927,0.93370346178968,0.01284476265478729,0.8380644728633426,0.8654062319127799,0.027341759049437253
Pbx4,GSM2572277,351,MTL,3,0.9118900000000001,0.9152941111111113,0.0034041111111111633,0.9160192659462583,0.9184664367300924,0.0024471707838341628,0.836,0.815,-0.02100000000000002,0.8806646525679759,0.7684659090909091,-0.11219874347706682,0.7773333333333333,0.9016666666666666,0.1243333333333333,0.8257790368271954,0.8297546012269938,0.003975564399798404,0.6766740663793798,0.6396827390185236,-0.0369913273608562
Pknox1,GSM2423884,143,MTL,2,0.9392006666666667,0.9426489444444444,0.003448277777777675,0.9380345321569208,0.9443536774756206,0.006319145318699815,0.867,0.8731666666666666,0.006166666666666654,0.8556201550387597,0.8845757471659224,0.0289555921271627,0.883,0.8583333333333333,-0.024666666666666726,0.8690944881889764,0.8712569785146337,0.002162490325657296,0.7343760968670543,0.7466619784120195,0.012285881544965238
Pol2ra,GSM3417126,421,MTL,2,0.975085111111111,0.9776413333333334,0.002556222222222404,0.9738132062727031,0.9764225236757558,0.002609317403052702,0.9118333333333334,0.9133333333333332,0.0014999999999998348,0.8956131924431636,0.879436964504284,-0.016176227938879628,0.9323333333333333,0.958,0.025666666666666615,0.9136044422668627,0.9170389278876836,0.0034344856208209373,0.824359832531387,0.8299851257159258,0.005625293184538749
Pou2f1,GSM3507240,255,MTL,5,0.9277278888888889,0.9405825555555556,0.012854666666666681,0.9327555962579117,0.9449653060657504,0.012209709807838642,0.849,0.8688333333333333,0.01983333333333337,0.8785249457700651,0.8645799011532125,-0.013945044616852642,0.81,0.8746666666666667,0.06466666666666665,0.8428720083246618,0.8695940347970174,0.026722026472355553,0.7001330540755101,0.7377168741068826,0.037583820031372506
Pou5f1,GSM539547,255,MTL,5,0.9912159552845529,0.992101033197832,0.0008850779132791864,0.9916848388017954,0.9934328265939818,0.001747987792186434,0.9681964573268921,0.9671900161030595,-0.0010064412238325326,0.9736666666666667,0.959805510534846,-0.013861156131820707,0.9736666666666667,0.987,0.013333333333333308,0.9736666666666667,0.9732128184059162,-0.0004538482607504557,0.9335243902439024,0.9315122706417782,-0.0020121196021242183
Ppard,GSM1214683,183,MTL,2,0.9839624848484848,0.9837253333333332,-0.00023715151515157906,0.9830539787027462,0.983849425067658,0.0007954463649118004,0.936,0.9391304347826088,0.003130434782608771,0.9404283801874164,0.9537671232876712,0.013338743100254846,0.9366666666666666,0.9283333333333332,-0.008333333333333415,0.9385437541750167,0.9408783783783784,0.0023346242033617237,0.8717885083312854,0.8785186101098088,0.006730101778523401
Pparg,GSM1443809,183,MTL,2,0.9604431666666666,0.9539971111111112,-0.006446055555555441,0.959359102435956,0.9522771800422168,-0.007081922393739171,0.896,0.8905,-0.00550000000000006,0.8946843853820599,0.8760834670947031,-0.01860091828735677,0.8976666666666666,0.9096666666666666,0.01200000000000001,0.8961730449251248,0.8925592804578905,-0.0036137644672343816,0.7920044000366671,0.7815744512262595,-0.010429948810407597
Prdm9,GSM2466446,99,MTL,6,0.8350446428571429,0.7474330357142858,-0.0876116071428571,0.4588212949569828,0.4685392948911067,0.009717999934123867,0.8560606060606061,0.8636363636363636,0.007575757575757569,0.5714285714285714,1.0,0.4285714285714286,0.2,0.1,-0.1,0.2962962962962963,0.1818181818181818,-0.11447811447811448,0.27714285714285714,0.2935197542821371,0.016376897139279978
RARB,GSM5375113,181,MTL,3,0.8529253764890987,0.8655883344571814,0.0126629579680827,0.7448949215287646,0.7782360704161335,0.03334114888736894,0.789203658264555,0.8057104617443676,0.016506803479812593,0.6815114709851552,0.7651646447140381,0.08365317372888292,0.6810519217801754,0.5954146999325691,-0.08563722184760625,0.6812816188870152,0.6697004171406902,-0.011581201746325043,0.5238079577789412,0.5435415490578317,0.019733591278890517
RARG,GSM1469991,181,MTL,3,0.9695555061420996,0.9704226485796428,0.0008671424375431558,0.945058376704932,0.9460871812408752,0.0010288045359432285,0.8945295404814004,0.9148796498905908,0.020350109409190353,0.9473251028806584,0.8701380175658721,-0.07718708531478635,0.7335882727852135,0.8840025493945188,0.1504142766093053,0.826867816091954,0.877015491621878,0.05014767552992394,0.7655082447198881,0.8119982002606326,0.04648995554074453
RBAK,GSM5214917,10304,MTL,20,0.9576204444444443,0.9734017777777776,0.015781333333333314,0.9523409845513009,0.9700858061110886,0.017744821559787738,0.89,0.9173333333333332,0.02733333333333321,0.9028925619834711,0.9244067796610168,0.02151421767754569,0.874,0.909,0.03500000000000003,0.8882113821138211,0.9166386554621848,0.028427273348363702,0.7803996669704392,0.8347826167494191,0.05438294977897995
RCOR1,GSM2824363,406,MTL,2,0.9481495555555556,0.9529308888888888,0.004781333333333193,0.943818503657311,0.949158931507267,0.005340427849956031,0.8766666666666667,0.8836666666666667,0.007000000000000006,0.8794492948287441,0.8834110592938041,0.003961764465060025,0.873,0.884,0.01100000000000001,0.8762127801940448,0.8837054315228258,0.007492651328780964,0.7533535904466702,0.7673335038519087,0.01397991340523852
REL,GSM2628092,243,MTL,2,0.9612224284928494,0.9604024339933992,-0.0008199944994502495,0.9476983690841182,0.9526075997405542,0.004909230656436003,0.9037610619469026,0.900811209439528,-0.002949852507374673,0.9109766637856526,0.8669260700389105,-0.04405059374674203,0.8696369636963697,0.9191419141914192,0.04950495049504955,0.8898269311945969,0.8922707248698438,0.0024437936752469414,0.8051586711201966,0.8016888157296389,-0.0034698553905576635
RORA,GSM5213886,182,MTL,2,0.9478662222222222,0.9502945555555556,0.0024283333333334767,0.9434247213386656,0.9469194814711408,0.003494760132475183,0.867,0.871,0.0040000000000000036,0.9071745562130178,0.9029688631426502,-0.0042056930703675555,0.8176666666666667,0.8313333333333334,0.013666666666666716,0.8600981767180925,0.8656716417910447,0.0055734650729521995,0.7375990853221838,0.7443460716222202,0.0067469863000364505
RUNX1,GSM2467011,219,MTL,3,0.9888045617173523,0.9887659511031603,-3.861061419196954e-05,0.9931859822591094,0.9938278409542683,0.0006418586951589811,0.9759592034968432,0.9783875667799904,0.002428363283147217,0.985929648241206,0.9814753556070128,-0.004454292634193169,0.981,0.989,0.008000000000000007,0.9834586466165414,0.985223310642537,0.0017646640259956214,0.9395187050489634,0.9451040344325068,0.0055853293835433915
RUNX3,GSM3535204,219,MTL,3,0.7419118333333332,0.7418812222222222,-3.061111111102299e-05,0.7444473309830475,0.7425846713691647,-0.0018626596138827667,0.672,0.666,-0.006000000000000005,0.6698485845951284,0.6769722814498934,0.007123696854764994,0.6783333333333333,0.635,-0.043333333333333335,0.6740642596886386,0.6553147574819401,-0.018749502206698465,0.3440275997656606,0.3326399495667465,-0.011387650198914134
RXRB,GSM2534152,190,MTL,2,0.9496735555555555,0.9512350555555557,0.0015615000000001045,0.9445193049812899,0.9475949731825908,0.0030756682013008962,0.8813333333333333,0.8836666666666667,0.0023333333333334094,0.8586206896551725,0.8665605095541401,0.007939819898967637,0.913,0.907,-0.006000000000000005,0.8849757673667206,0.8863192182410423,0.00134345087432175,0.7642008539295437,0.7681702412720538,0.003969387342510067
Rara,GSM2534076,181,MTL,3,0.9600165000000002,0.9638079444444444,0.0037914444444442363,0.9594227554463526,0.962460803075632,0.0030380476292793945,0.8955,0.8985,0.0030000000000000027,0.8899112717712784,0.9053916581892166,0.015480386417938252,0.9026666666666666,0.89,-0.012666666666666604,0.896243587622042,0.8976298537569339,0.0013862661348919003,0.7910812657996975,0.7971151914683521,0.006033925668654572
