TF_Name,Subgroup,GSM_ID,Family,Function,Cell_Line,Species,Cistrome_ID,External_ID_Type,PBC,FRiP,MappedRatio,PeaksFoldChangeAbove10,PeaksUnionDHSRatio,FastQC,GC_Content_Mean,GC_Content_Median,GC_Content_Std,GC_Content_Min,GC_Content_Max,Total_Sequences,Avg_Sequence_Length,mcc,roc_auc,pr_auc,precision,recall,accuracy,f1,gsm,fold
ZNF502,ZNF,GSM2026839,C2H2 Zinc Finger,Gene Regulation,HEK293,homo_sapiens,65217,GEO,0.993,0.0029369999999992,0,114,0.5571428571428572,37,44.46,43,8.89,21.5,73,231,200,0.697261113047375,0.8372766779333656,0.6875263417498405,1,0.5263157894736842,0.9296875,0.6896551724137931,GSM2026839,0
ZNF503,ZNF,GSM5215606,C2H2 Zinc Finger,Gene Regulation,Hep-G2,homo_sapiens,152936,GEO,0.993,0.0563464693164519,0,1149,0.9598,35,55.1,54,12.22,16.5,95.5,15000,200,0.7471693725059676,0.9578148334170432,0.8651114887883005,0.812760055478502,0.7813333333333333,0.9199785895891878,0.796736913664174,GSM5215606,0
ZNF506,ZNF,GSM2466577,C2H2 Zinc Finger,Gene Regulation,HEK293T,homo_sapiens,77104,GEO,0.994,0.0241814999999939,0,3139,0.3372,36,51.72,51,9.1,20.5,97.5,10893,200,0.856960464730283,0.9835730600966492,0.9302543334195812,0.9012707722385142,0.8466483011937558,0.9704845814977974,0.8731060606060606,GSM2466577,0
ZNF507,ZNF,GSM5215445,C2H2 Zinc Finger,Gene Regulation,K562,homo_sapiens,153028,GEO,0.97,0.0219301941917715,0,1107,0.7258907363420427,40,48.41,46,10.37,21.5,81.5,4204,200,0.6387117197645857,0.9120253414773964,0.7602887790242322,0.792332268370607,0.5904761904761905,0.9162248144220572,0.6766712141882674,GSM5215445,0
ZNF510,ZNF,GSM3634206,C2H2 Zinc Finger,Gene Regulation,HEK293,homo_sapiens,177206,GEO,0.996,0.0150685411071564,0,666,0.3437902879243661,37,40.83,39,10.17,13,75.5,4647,200,0.8233501905564617,0.96125833689424,0.8916949571500782,0.9287598944591028,0.7569892473118279,0.9706375838926176,0.8341232227488151,GSM3634206,0
ZNF511,ZNF,GSM2533962,C2H2 Zinc Finger,Gene Regulation,Hep-G2,homo_sapiens,101031,GEO,0.991,0.0406299999999898,0,343,0.9518,35,55.36,55,10.57,21.5,96,15000,200,0.7235026759805188,0.949845707734844,0.8746637121825794,0.7359033371691599,0.8526666666666667,0.8944591029023746,0.7899938233477455,GSM2533962,0
ZNF512,ZNF,GSM2423713,C2H2 Zinc Finger,Gene Regulation,K562,homo_sapiens,179803,GEO,0.997,0.0463359299986524,0,423,0.5118,38,38.73,38,8.29,16,83.5,15000,200,0.6831269993665493,0.9071947693554104,0.758654732642515,0.8342541436464088,0.604,0.9472248738579028,0.7006960556844548,GSM2423713,0
ZNF512B,ZNF,GSM5214464,C2H2 Zinc Finger,Gene Regulation,Hep-G2,homo_sapiens,146079,GEO,0.99,0.0631887769590336,0,359,0.9102,36,56.61,56.5,9.33,21,95.5,15000,200,0.7286847691927919,0.9488644779066896,0.8806268104279745,0.802,0.802,0.8929922536479914,0.802,GSM5214464,0
ZNF513,ZNF,GSM5215101,C2H2 Zinc Finger,Gene Regulation,Hep-G2,homo_sapiens,153152,GEO,0.995,0.0234647179712196,0,120,0.9104,35,61.92,62.5,9.42,21,95.5,11980,200,0.7758600358037735,0.9640187849883926,0.9375101845996702,0.8976958525345622,0.8130217028380634,0.896477132262052,0.853263250109505,GSM5215101,0
ZNF514,ZNF,GSM2828998,C2H2 Zinc Finger,Gene Regulation,HEK293,homo_sapiens,101008,GEO,0.984,0.0080714999999979,0,149,0.420747609388583,37,48.23,48,7.83,20.5,77,3321,200,0.8401396371433606,0.9605016309368932,0.8994848459637033,0.8976897689768977,0.8192771084337349,0.9684903047091412,0.8566929133858268,GSM2828998,0
ZNF516,ZNF,GSM2583862,C2H2 Zinc Finger,Gene Regulation,breast cancer cell line,homo_sapiens,77363,GEO,0.866,0.0031589999999992,0,84,0.4285714285714285,37,42.47,40,8.7,22,67.5,169,200,0.3272307408108163,0.7914086687306502,0.5909328245090392,1,0.1176470588235294,0.9112426035502958,0.2105263157894736,GSM2583862,0
ZNF518A,ZNF,GSM2423106,C2H2 Zinc Finger,Gene Regulation,HEK293,homo_sapiens,179868,GEO,0.989,0.0556293826692669,0,6473,0.39,37,45.92,43,12.6,12,79.5,15000,200,0.7608262785217532,0.9503495093529593,0.8758448552066331,0.817925194071983,0.7726666666666666,0.9412514711651628,0.7946520397668838,GSM2423106,0
ZNF518B,ZNF,GSM5374832,C2H2 Zinc Finger,Gene Regulation,K562,homo_sapiens,150888,GEO,0.987,0.0160207575879834,0,421,0.4748347737671581,40,46.07,41.5,10.55,20.5,77,1961,200,0.5768556117072848,0.8855763150330555,0.6229895897268866,0.6903225806451613,0.5459183673469388,0.930492135971588,0.6096866096866097,GSM5374832,0
ZNF519,ZNF,GSM2466578,C2H2 Zinc Finger,Gene Regulation,HEK293T,homo_sapiens,77103,GEO,0.966,0.0741462499999814,0,5559,0.8042,36,62.53,62.5,12.4,21,95.5,15000,200,0.8270956895395093,0.979784033937524,0.93947121763326,0.8561197916666666,0.8766666666666667,0.9392760993119952,0.8662714097496707,GSM2466578,0
ZNF521,ZNF,GSM2827398,C2H2 Zinc Finger,Gene Regulation,HEK293,homo_sapiens,100864,GEO,0.945,0.0098717499999975,0,135,0.3755636675971656,40,47.62,47.5,7.89,9.5,74,4520,200,0.8693557203700583,0.9766499478204234,0.92797002170751,0.9048723897911832,0.8628318584070797,0.9744986382768012,0.883352208380521,GSM2827398,0
ZNF524,ZNF,GSM2827213,C2H2 Zinc Finger,Gene Regulation,HEK293,homo_sapiens,101429,GEO,0.99,0.0282034999999929,0,204,0.8872,36,61.7,64,10.73,22,83.5,15000,200,0.7969183192389478,0.9620092537901164,0.9228756015037006,0.8427109974424553,0.8786666666666667,0.9124027834629552,0.860313315926893,GSM2827213,0
ZNF525,ZNF,GSM2466579,C2H2 Zinc Finger,Gene Regulation,HEK293T,homo_sapiens,77102,GEO,0.997,0.0046147499999988,0,389,0.3131634819532908,36,44.03,43.5,5.49,20.5,96.5,860,200,0.8170737764147443,0.9101933988651802,0.8357460031126114,0.9285714285714286,0.7558139534883721,0.9610778443113772,0.8333333333333334,GSM2466579,0
ZNF526,ZNF,GSM5215619,C2H2 Zinc Finger,Gene Regulation,Hep-G2,homo_sapiens,153237,GEO,0.981,0.0538763534124557,0,1783,0.923,36,61.46,62.5,9.81,20,95.5,15000,200,0.7807985208517382,0.9635121263395372,0.932934969554637,0.8517538054268696,0.858,0.9019079685746352,0.8548654931916306,GSM5215619,0
ZNF527,ZNF,GSM2466580,C2H2 Zinc Finger,Gene Regulation,HEK293T,homo_sapiens,77101,GEO,0.993,0.0026004999999993,0,160,0.5414364640883977,36,51.48,50,12.89,21,96.5,281,200,0.7282635757451126,0.8797235023041475,0.7759860349911087,1,0.5714285714285714,0.9344262295081968,0.7272727272727273,GSM2466580,0
ZNF528,ZNF,GSM2026811,C2H2 Zinc Finger,Gene Regulation,HEK293,homo_sapiens,65160,GEO,0.998,0.015807999999996,0,587,0.7622,38,55.09,54.5,11.37,21.5,82,15000,200,0.6651355628900157,0.922060940285205,0.8030757104549773,0.8463661453541859,0.6133333333333333,0.9001870657402459,0.7112485504445304,GSM2026811,0
ZNF529,ZNF,GSM2466582,C2H2 Zinc Finger,Gene Regulation,HEK293T,homo_sapiens,77100,GEO,0.989,0.0048042499999987,0,171,0.4589147286821705,35,44.93,41,11.22,22.5,97.5,518,200,0.5757285582557256,0.908715483234714,0.7180524100789909,0.8275862068965517,0.4615384615384615,0.9093406593406592,0.5925925925925926,GSM2466582,0
ZNF530,ZNF,GSM5213903,C2H2 Zinc Finger,Gene Regulation,Hep-G2,homo_sapiens,149760,GEO,0.985,0.0283772120737137,0,421,0.9022,36,63.65,65,8.91,19.5,95.5,13052,200,0.810319345310026,0.969324496910704,0.9538415483050816,0.8953488372093024,0.8850574712643678,0.9074975657254138,0.8901734104046243,GSM5213903,0
ZNF532,ZNF,GSM2543140,C2H2 Zinc Finger,Gene Regulation,NUT midline carcinoma,homo_sapiens,88956,GEO,0.998,0.0006712479338135,0,2,0.6666666666666666,38,36.25,39.75,9.67,22,43.5,4,200,,,,,,,,,
ZNF534,ZNF,GSM2466584,C2H2 Zinc Finger,Gene Regulation,HEK293T,homo_sapiens,77098,GEO,0.985,0.1103172499999724,0,11050,0.6486,36,55.23,54,11.74,20.5,97.5,15000,200,0.872228384737387,0.9868548094373866,0.9558237916743224,0.8813668600902643,0.9113333333333332,0.9609220907297832,0.8960996394624713,GSM2466584,0
ZNF540,ZNF,GSM2466585,C2H2 Zinc Finger,Gene Regulation,HEK293T,homo_sapiens,77097,GEO,0.994,0.0030207499999992,0,164,0.4036697247706422,36,47.88,45.25,11.66,21,97,244,200,0.4140265404221342,0.8546099290780141,0.6642768663255748,0.6666666666666666,0.3333333333333333,0.8787878787878788,0.4444444444444444,GSM2466585,0
ZNF543,ZNF,GSM5215509,C2H2 Zinc Finger,Gene Regulation,Hep-G2,homo_sapiens,153207,GEO,0.983,0.0489772824157559,0,707,0.9106,36,61.92,63.5,10.04,18,95.5,15000,200,0.7939621313163538,0.963302713047394,0.932454189957961,0.8734610123119015,0.8513333333333334,0.9085406859448554,0.8622552329507089,GSM5215509,0
ZNF544,ZNF,GSM2797684,C2H2 Zinc Finger,Gene Regulation,Hep-G2,homo_sapiens,132595,GEO,0.996,0.0586921620312107,0,559,0.948,35,58.46,59,10.67,16.5,95.5,15000,200,0.7311283714135803,0.9503216748768476,0.8920912595690793,0.7962116263879817,0.8126666666666666,0.8933453237410072,0.8043549983503794,GSM2797684,0
ZNF546,ZNF,GSM3402711,C2H2 Zinc Finger,Gene Regulation,HEK293T,homo_sapiens,128249,GEO,0.993,0.0094081172406902,0,173,0.4596622889305816,36,48.11,44,12.6,7.5,96.5,531,200,0.4653295082258543,0.9106106715358084,0.6472792470611016,0.7037037037037037,0.3584905660377358,0.918918918918919,0.475,GSM3402711,0
ZNF547,ZNF,GSM5215496,C2H2 Zinc Finger,Gene Regulation,Hep-G2,homo_sapiens,153407,GEO,0.987,0.076744325567424,0,579,0.9336,36,64.17,65.5,9.47,20.5,95.5,15000,200,0.8169196944481985,0.9706355285692044,0.9543429039505894,0.8920719520319786,0.8926666666666667,0.91128810766273,0.8923692102632456,GSM5215496,0
ZNF548,ZNF,GSM5214148,C2H2 Zinc Finger,Gene Regulation,Hep-G2,homo_sapiens,146181,GEO,0.981,0.0621849407489724,0,1131,0.9002,36,62.89,64,10.35,19.5,95.5,15000,200,0.784653928311001,0.9648784662786716,0.9316567455953204,0.9084027252081756,0.8,0.9047726758651888,0.8507621410847217,GSM5214148,0
ZNF549,ZNF,GSM5215051,C2H2 Zinc Finger,Gene Regulation,Hep-G2,homo_sapiens,153043,GEO,0.995,0.0144881770854392,0,275,0.9030013049151804,35,60.05,61.5,11.21,16.5,95.5,4591,200,0.7314334336082677,0.9320048969020012,0.8561666477346163,0.8439024390243902,0.7538126361655774,0.8989149057681325,0.7963176064441887,GSM5215051,0
ZNF550,ZNF,GSM5215298,C2H2 Zinc Finger,Gene Regulation,Hep-G2,homo_sapiens,153154,GEO,0.983,0.0437054800444009,0,260,0.8694,36,61.18,61.5,8.82,20.5,95.5,15000,200,0.7672317377411333,0.9605236861584012,0.9262342350579964,0.8467635402906208,0.8546666666666667,0.8929081389814374,0.8506967485069675,GSM5215298,0
ZNF551,ZNF,GSM5374463,C2H2 Zinc Finger,Gene Regulation,K562,homo_sapiens,150879,GEO,0.987,0.0138031413062607,0,401,0.3805612594113621,40,42.47,40,8.11,20,74.5,1454,200,0.5727969075437219,0.863062815725895,0.6867642381187944,0.8125,0.4482758620689655,0.9321912919343326,0.5777777777777777,GSM5374463,0
ZNF552,ZNF,GSM2466592,C2H2 Zinc Finger,Gene Regulation,HEK293T,homo_sapiens,77093,GEO,0.996,0.0033769999999991,0,147,0.3778501628664495,36,45.67,41.5,11.27,21,97.5,219,200,0.4306715858917114,0.8101010101010101,0.6353312392546498,0.5555555555555556,0.4545454545454545,0.8726114649681529,0.5,GSM2466592,0
ZNF554,ZNF,GSM2026822,C2H2 Zinc Finger,Gene Regulation,HEK293,homo_sapiens,65061,GEO,0.983,0.0406374999999898,0,4291,0.8718,37,52.11,51,9.58,22,83,15000,200,0.7403050609649614,0.9599567620286084,0.8708440802737062,0.8035837353549277,0.7773333333333333,0.919106116048092,0.7902405964079973,GSM2026822,0
ZNF555,ZNF,GSM2466593,C2H2 Zinc Finger,Gene Regulation,HEK293T,homo_sapiens,77092,GEO,0.969,0.0092722499999976,0,312,0.4057301293900184,36,49.31,47,13.09,21,98,925,200,0.6012014575572987,0.9022347752836828,0.6854618031169686,0.8181818181818182,0.4838709677419355,0.9396462018730488,0.6081081081081081,GSM2466593,0
ZNF556,ZNF,GSM5215682,C2H2 Zinc Finger,Gene Regulation,Hep-G2,homo_sapiens,153088,GEO,0.978,0.0997752364166242,0,1256,0.9434,37,60.3,60.5,10.45,20,95.5,15000,200,0.73962079479073,0.9537354826546004,0.901440353649136,0.7981012658227848,0.8406666666666667,0.8891977760127086,0.8188311688311688,GSM5215682,0
ZNF557,ZNF,GSM5214760,C2H2 Zinc Finger,Gene Regulation,Hep-G2,homo_sapiens,145420,GEO,0.993,0.030227515251417,0,506,0.929,35,60.01,60.5,9.82,20.5,95.5,15000,200,0.718541778496236,0.948590333955611,0.895077063407953,0.8384057971014492,0.7713333333333333,0.8799321170980059,0.8034722222222223,GSM5214760,0
ZNF558,ZNF,GSM2423492,C2H2 Zinc Finger,Gene Regulation,HEK293,homo_sapiens,179601,GEO,0.995,0.0361894819143792,0,928,0.6606,37,47.4,46.5,10.41,16.5,77,15000,200,0.602678639768883,0.8958708589480875,0.727509413458167,0.7702205882352942,0.5586666666666666,0.9020197679415556,0.6476043276661515,GSM2423492,0
ZNF560,ZNF,GSM2827456,C2H2 Zinc Finger,Gene Regulation,HEK293,homo_sapiens,101368,GEO,0.988,0.0070614999999982,0,144,0.4665683382497542,37,49.58,48,10.28,20.5,78,1905,200,0.7663481754671927,0.9471936728811032,0.8294145763903292,0.7905759162303665,0.7905759162303665,0.9565689467969598,0.7905759162303665,GSM2827456,0
ZNF561,ZNF,GSM2466596,C2H2 Zinc Finger,Gene Regulation,HEK293T,homo_sapiens,77090,GEO,0.997,0.0048799999999987,0,322,0.7185840707964601,36,62.01,65.5,14.42,20.5,98,1571,200,0.8245565093781566,0.9666952858255295,0.9225291001170802,0.9014084507042254,0.8152866242038217,0.9459119496855346,0.8561872909698997,GSM2466596,0
ZNF562,ZNF,GSM2466597,C2H2 Zinc Finger,Gene Regulation,HEK293T,homo_sapiens,77089,GEO,0.993,0.003646249999999,0,281,0.3811728395061728,36,46.1,45,8.19,21,98,550,200,0.6776795272598428,0.9427772227772228,0.7901195508932353,0.8095238095238095,0.6181818181818182,0.9431372549019608,0.7010309278350515,GSM2466597,0
ZNF563,ZNF,GSM2026838,C2H2 Zinc Finger,Gene Regulation,HEK293,homo_sapiens,65216,GEO,0.979,0.0087299999999978,0,1465,0.6092202970297029,39,52.48,52,9.52,22,83.5,3163,200,0.6303004914630355,0.92213729308666,0.7808707998826058,0.7463768115942029,0.6518987341772152,0.8886138613861386,0.6959459459459459,GSM2026838,0
ZNF564,ZNF,GSM2466598,C2H2 Zinc Finger,Gene Regulation,HEK293T,homo_sapiens,77088,GEO,0.972,0.0033894999999991,0,244,0.2753824756606398,36,46.91,45.5,8.15,20.5,97.5,644,200,0.7849860735165795,0.9490489130434784,0.8580672726618431,0.9019607843137256,0.71875,0.9612141652613828,0.8,GSM2466598,0
ZNF565,ZNF,GSM5330893,C2H2 Zinc Finger,Gene Regulation,SK-N-SH,homo_sapiens,146882,GEO,0.97,0.0140441267607288,0,328,0.8762760310330747,40,56.43,58.25,12.92,14.5,82.5,4894,200,0.6225619315756479,0.9138810753574692,0.7777962044095582,0.8062678062678063,0.5787321063394683,0.8909669717469161,0.6738095238095239,GSM5330893,0
ZNF566,ZNF,GSM2466600,C2H2 Zinc Finger,Gene Regulation,HEK293T,homo_sapiens,77086,GEO,0.994,0.0031139999999992,0,220,0.5444287729196051,36,53.98,51,12.81,21,97.5,618,200,0.5836150193063254,0.8794329793628531,0.726011197376023,0.6981132075471698,0.5967741935483871,0.8932291666666666,0.6434782608695652,GSM2466600,0
ZNF567,ZNF,GSM2466601,C2H2 Zinc Finger,Gene Regulation,HEK293T,homo_sapiens,77085,GEO,0.998,0.0055649999999986,0,510,0.2489986648865153,36,38,36,8.37,20.5,95.5,1394,200,0.5669241664030309,0.8614886960210701,0.6545166558981239,0.875,0.4028776978417266,0.9330882352941176,0.5517241379310345,GSM2466601,0
ZNF569,ZNF,GSM5213972,C2H2 Zinc Finger,Gene Regulation,Hep-G2,homo_sapiens,149766,GEO,0.983,0.0115290500768557,0,167,0.8943777934603623,36,61.18,63,10.62,20,95.5,4248,200,0.7777559388992793,0.9605084244753176,0.908100262593408,0.8222222222222222,0.8705882352941177,0.9049295774647887,0.8457142857142858,GSM5213972,0
ZNF57,ZNF,GSM5215105,C2H2 Zinc Finger,Gene Regulation,K562,homo_sapiens,152900,GEO,0.978,0.0186778113183153,0,518,0.6399138991389914,40,53.53,52.5,13.33,20,84,3241,200,0.6268991235935462,0.9072652696556204,0.7117498412277308,0.7567567567567568,0.6049382716049383,0.9110800744878956,0.6723842195540308,GSM5215105,0
ZNF570,ZNF,GSM2466602,C2H2 Zinc Finger,Gene Regulation,HEK293T,homo_sapiens,77084,GEO,0.997,0.0030007499999992,0,128,0.3183098591549296,36,40.23,38.25,10.49,20.5,96.5,274,200,0.3694741898052279,0.7802962962962963,0.4788408444796843,0.6363636363636364,0.2592592592592592,0.9133574007220217,0.3684210526315789,GSM2466602,0
ZNF571,ZNF,GSM2466603,C2H2 Zinc Finger,Gene Regulation,HEK293T,homo_sapiens,77083,GEO,0.976,0.0032829999999991,0,241,0.7373737373737373,37,60.23,62,13.95,21,97.5,614,200,0.7179773943803376,0.8910578724243321,0.7829633166383341,0.9666666666666668,0.5918367346938775,0.91796875,0.7341772151898734,GSM2466603,0
ZNF572,ZNF,GSM5215720,C2H2 Zinc Finger,Gene Regulation,Hep-G2,homo_sapiens,153311,GEO,0.984,0.0893055308976389,0,447,0.9232,36,61.03,61,7.92,22,95.5,15000,200,0.7736241162392382,0.9596583034647552,0.9325658381076224,0.8193127962085308,0.922,0.8869239013933548,0.8676286072772899,GSM5215720,0
ZNF573,ZNF,GSM2466604,C2H2 Zinc Finger,Gene Regulation,HEK293T,homo_sapiens,77082,GEO,0.956,0.0053797499999986,0,615,0.5227048371174728,36,50.31,48,12,21,97.5,1877,200,0.4996287748290804,0.8553380521308102,0.6258649140285025,0.6503496503496503,0.4946808510638298,0.8792672772689425,0.5619335347432024,GSM2466604,0
ZNF574,ZNF,GSM5214932,C2H2 Zinc Finger,Gene Regulation,Hep-G2,homo_sapiens,145954,GEO,0.964,0.3022793067563025,0,8236,0.9676,35,64,64.5,9.51,21,95.5,15000,200,0.8243620803306517,0.9752336169577548,0.9631664618411536,0.9100968188105116,0.8773333333333333,0.9158853469059738,0.8934147997284454,GSM5214932,0
ZNF576,ZNF,GSM5330937,C2H2 Zinc Finger,Gene Regulation,HepG2,homo_sapiens,146804,GEO,0.985,0.0349241619529758,0,280,0.8774,36,61.41,62,8.49,21.5,95.5,15000,200,0.7809511780246823,0.9635145554681352,0.9347967082011954,0.8635451505016722,0.8606666666666667,0.8978228599703117,0.8621035058430718,GSM5330937,0
ZNF577,ZNF,GSM3402712,C2H2 Zinc Finger,Gene Regulation,HEK293T,homo_sapiens,128248,GEO,0.993,0.0112300532114339,0,456,0.567016676961087,36,52.24,50.5,11.92,7,96.5,1617,200,0.6443208762068408,0.9396631317927614,0.7811436947928033,0.6909090909090909,0.7037037037037037,0.9098360655737704,0.6972477064220184,GSM3402712,0
ZNF578,ZNF,GSM3402713,C2H2 Zinc Finger,Gene Regulation,HEK293T,homo_sapiens,128247,GEO,0.997,0.0104596153596244,0,267,0.3726937269372694,36,43.44,40.5,9.12,9,96.5,1080,200,0.6736774001351402,0.8806455358179496,0.7154743108197892,0.9193548387096774,0.5277777777777778,0.9474178403755869,0.6705882352941176,GSM3402713,0
ZNF579,ZNF,GSM2825077,C2H2 Zinc Finger,Gene Regulation,MCF-7,homo_sapiens,100007,GEO,0.986,0.0302790519868055,0,466,0.8218,40,52.88,53,9.48,19.5,82,9624,200,0.4707075869460831,0.8669880260105937,0.6371472593788443,0.702054794520548,0.4257528556593977,0.856039603960396,0.5300581771170007,GSM2825077,0
ZNF580,ZNF,GSM2527559,C2H2 Zinc Finger,Gene Regulation,Hep-G2,homo_sapiens,101063,GEO,0.99,0.0988089999999753,0,1509,0.9596,35,59.76,60,9.26,21,96.5,15000,200,0.7395319107347239,0.950934547908232,0.9025655437298143,0.8295302013422818,0.824,0.8839605734767025,0.8267558528428094,GSM2527559,0
ZNF582,ZNF,GSM2026852,C2H2 Zinc Finger,Gene Regulation,HEK293,homo_sapiens,65080,GEO,0.996,0.0027597499999993,0,107,0.6158038147138964,37,45.25,42.5,10.58,22,78.5,314,200,0.6248809410409238,0.8632404181184669,0.7004436107750178,1,0.4285714285714285,0.9166666666666666,0.6,GSM2026852,0
ZNF583,ZNF,GSM5214241,C2H2 Zinc Finger,Gene Regulation,K562,homo_sapiens,145482,GEO,0.993,0.0287333020010638,0,562,0.7722,40,56.86,56.5,11.72,20.5,84,13202,200,0.5848241644714475,0.898498901323522,0.7414883947116458,0.7284522706209453,0.5954545454545455,0.875769866306144,0.6552730304293456,GSM5214241,0
ZNF584,ZNF,GSM2825490,C2H2 Zinc Finger,Gene Regulation,K-562,homo_sapiens,179983,GEO,0.988,0.0426059537865132,0,1047,0.9324,38,53.6,51.5,10.9,17,95,15000,200,0.6782935962010305,0.9317665440196236,0.7997198863508044,0.7432795698924731,0.7373333333333333,0.8998838859502,0.7402945113788487,GSM2825490,0
ZNF585A,ZNF,GSM2466607,C2H2 Zinc Finger,Gene Regulation,HEK293T,homo_sapiens,77081,GEO,0.996,0.0097462499999975,0,540,0.5402,36,44.71,44,9.03,21,96.5,5359,200,0.4983827495308079,0.8631223890567205,0.6317830599669914,0.6675461741424802,0.4720149253731343,0.8841359773371105,0.5530054644808743,GSM2466607,0
ZNF586,ZNF,GSM2026882,C2H2 Zinc Finger,Gene Regulation,HEK293,homo_sapiens,65196,GEO,0.994,0.0226862499999943,0,3048,0.2423702950152594,37,52.92,54,5.17,21.5,77.5,3881,200,0.929620828245932,0.9815334177549544,0.9723529948325912,0.9552631578947368,0.9355670103092784,0.9755102040816328,0.9453125,GSM2026882,0
ZNF587,ZNF,GSM2466608,C2H2 Zinc Finger,Gene Regulation,HEK293T,homo_sapiens,77080,GEO,0.996,0.0043212499999989,0,340,0.4271137026239067,36,50.45,49.5,10.99,21,98,593,200,0.5113278283307156,0.8671186440677966,0.5969624144838804,0.5862068965517241,0.576271186440678,0.8801955990220048,0.5811965811965812,GSM2466608,0
ZNF589,ZNF,GSM2563966,C2H2 Zinc Finger,Gene Regulation,BG01V,homo_sapiens,81219,GEO,0.995,8.643019940303834e-05,0,3,0.8,37,35.12,39.25,9.1,21.5,40.5,4,200,,,,,,,,,
ZNF592,ZNF,GSM2825585,C2H2 Zinc Finger,Gene Regulation,K562,homo_sapiens,102283,GEO,0.897,0.123942249999969,0,1282,0.9186,40,53.8,52.5,11.05,21.5,86.5,15000,200,0.5522957104021717,0.8831244768252984,0.6992101643879862,0.7026800670016751,0.5593333333333333,0.872217331153314,0.6228656273199703,GSM2825585,0
ZNF595,ZNF,GSM2026826,C2H2 Zinc Finger,Gene Regulation,HEK293,homo_sapiens,65065,GEO,0.939,0.003868999999999,0,199,0.3983286908077994,37,39.14,36.5,9.34,22,70.5,317,200,0.6169526972391244,0.8248697916666667,0.6598804563728508,0.75,0.5625,0.9375,0.6428571428571429,GSM2026826,0
ZNF596,ZNF,GSM2026841,C2H2 Zinc Finger,Gene Regulation,HEK293,homo_sapiens,65104,GEO,0.983,0.0027624999999993,0,121,0.7507163323782235,37,49.01,49,8.31,22,77,649,200,0.6520097670271857,0.8839261097325612,0.786743828489985,1,0.4769230769230769,0.9011627906976744,0.6458333333333334,GSM2026841,0
ZNF597,ZNF,GSM5215728,C2H2 Zinc Finger,Gene Regulation,Hep-G2,homo_sapiens,152810,GEO,0.995,0.0138733072036253,0,143,0.8967326496541855,35,61.68,63.5,10.8,18,95.5,4186,200,0.8141645516339338,0.9693698268420252,0.9286192386571136,0.9151193633952256,0.8233890214797136,0.922001471670346,0.8668341708542714,GSM5215728,0
ZNF605,ZNF,GSM6372180,C2H2 Zinc Finger,Gene Regulation,Hep-G2,homo_sapiens,163555,GEO,0.983,0.1105287740516931,0,1078,0.9438,36,61.68,62,9,21.5,95.5,15000,200,0.7856372712146422,0.9624254021075984,0.943885910135548,0.868,0.868,0.8985655737704918,0.868,GSM6372180,0
ZNF607,ZNF,GSM5214323,C2H2 Zinc Finger,Gene Regulation,Hep-G2,homo_sapiens,145894,GEO,0.983,0.0944249207666154,0,1126,0.9484,36,62.19,63,10.1,21.5,95.5,15000,200,0.7709461721570225,0.9571252408477842,0.9283554107778196,0.9003021148036254,0.7946666666666666,0.8969072164948454,0.8441926345609065,GSM5214323,0
ZNF608,ZNF,GSM5214477,C2H2 Zinc Finger,Gene Regulation,Hep-G2,homo_sapiens,145622,GEO,0.99,0.0679332179046352,0,646,0.9398,36,64.7,66,9.56,21,95.5,15000,200,0.8299347625037765,0.9747456271864068,0.9631701877308496,0.9183391003460208,0.8846666666666667,0.9168808911739504,0.901188455008489,GSM5214477,0
ZNF609,ZNF,GSM5213896,C2H2 Zinc Finger,Gene Regulation,Hep-G2,homo_sapiens,149767,GEO,0.984,0.1012482139352175,0,3426,0.9554,36,53.76,52,11.6,20.5,95.5,15000,200,0.6850633034883051,0.9458858499217782,0.8244298694585758,0.810702875399361,0.6766666666666666,0.9059773407995833,0.7376453488372093,GSM5213896,0
ZNF610,ZNF,GSM2423864,C2H2 Zinc Finger,Gene Regulation,HEK293,homo_sapiens,179454,GEO,0.997,0.0397322443838447,0,917,0.8386,36,57.35,58,11.27,20,84,15000,200,0.7026811939448567,0.9251759276582476,0.8424737917634735,0.8332003192338387,0.696,0.9028487947406866,0.758445332364693,GSM2423864,0
ZNF611,ZNF,GSM2466611,C2H2 Zinc Finger,Gene Regulation,HEK293T,homo_sapiens,77078,GEO,0.99,0.0186114999999953,0,1597,0.4154844914642943,36,63.92,68,10.77,21,97,4050,200,0.8246072349471093,0.9700514782925608,0.9266546243611358,0.9202279202279202,0.7975308641975308,0.9458394879369768,0.8544973544973545,GSM2466611,0
ZNF613,ZNF,GSM2466612,C2H2 Zinc Finger,Gene Regulation,HEK293T,homo_sapiens,77077,GEO,0.997,0.003877749999999,0,186,0.6418835192069393,37,48.09,46.5,11.35,21,96.5,718,200,0.5270224122860344,0.8460587550901687,0.6488956305174702,0.6666666666666666,0.5277777777777778,0.8832599118942731,0.5891472868217055,GSM2466612,0
ZNF614,ZNF,GSM2466613,C2H2 Zinc Finger,Gene Regulation,HEK293T,homo_sapiens,77076,GEO,0.997,0.0035742499999991,0,165,0.4411764705882353,36,44.13,41.5,10.13,21,97.5,371,200,0.4621656503982499,0.8446831110586569,0.5974275997893481,0.7,0.3783783783783784,0.8909774436090225,0.4912280701754385,GSM2466613,0
